,frame,x,y,photons,sx,sy,bg,lpx,lpy,ellipticity,net_gradient,mass,particle,length
26,191,8.974157,6.9534774,2149.4412,2.5040777,2.5108984,-2.808143,0.09631629,0.09654064,0.0027164295,918.33997,2149.4412,21,11
27,192,8.833862,6.855177,2082.0264,2.542233,2.46769,-4.6625214,0.0941405,0.09209495,0.02932186,807.6103,2082.0264,21,11
28,193,8.630615,7.1731033,2313.4675,2.716117,2.5411217,-0.8994469,0.104861856,0.09844231,0.06442844,992.1024,2313.4675,21,11
29,194,8.888135,7.3886,1451.8195,2.3035147,1.9199837,7.1410084,0.13470584,0.10794456,0.16649817,982.1416,1451.8195,21,11
30,195,8.614861,7.2671833,3226.8123,2.7768953,2.556994,-10.311763,0.07459382,0.07150904,0.079189636,1231.1178,3226.8123,21,11
31,196,8.404406,6.7008924,1405.4496,2.0669248,1.6793542,7.1400523,0.120272815,0.09421965,0.18751074,1031.0878,1405.4496,21,11
32,197,8.3629675,7.0818243,3161.4675,2.7185805,2.2766693,-7.907627,0.07863953,0.06942628,0.1625522,1506.75,3161.4675,21,11
33,198,8.497296,7.1719875,2117.386,2.1283417,2.2451205,-1.4480364,0.08602922,0.090431824,0.05201451,1378.4379,2117.386,21,11
34,199,8.688005,7.0514445,1854.4663,2.1919205,2.4014769,-2.252972,0.09265372,0.10044839,0.087261446,865.5536,1854.4663,21,11
35,200,8.642337,7.0064206,1852.2908,2.270146,2.3391287,-1.0488131,0.09813794,0.10093894,0.029490827,1071.8331,1852.2908,21,11
37,201,8.98587,7.19336,3183.3945,2.9158366,2.651222,-12.58134,0.070635095,0.06918859,0.09075083,992.319,3183.3945,21,11
41,209,8.6307335,7.052161,1709.3857,2.251868,2.308273,3.570496,0.111142494,0.11425668,0.024436045,1066.776,1709.3857,25,13
42,210,8.6438055,7.1221294,1497.4396,1.7989094,1.8688778,5.883818,0.09661765,0.10088466,0.037438694,1420.9175,1497.4396,25,13
43,211,8.310626,6.9040885,3870.9011,2.608105,2.5627723,-5.6030073,0.0737121,0.072648495,0.01738146,1202.0189,3870.9011,25,13
44,212,8.575482,6.8501945,4297.465,3.2095296,2.6670804,-11.359378,0.072509825,0.065977074,0.16901207,1057.129,4297.465,25,13
45,213,8.686483,6.997004,2457.7234,2.3124883,2.1790276,3.3742068,0.093193576,0.0874363,0.057713054,1124.1552,2457.7234,25,13
46,214,8.742698,6.8648868,3722.5022,2.6302927,2.3799746,-12.478119,0.066848464,0.06320252,0.095167376,1564.973,3722.5022,25,13
47,215,8.647298,7.0298505,3700.234,2.8610554,2.6265068,-11.536552,0.07106131,0.068149135,0.08197974,1042.7623,3700.234,25,13
48,216,9.403337,7.443242,1774.1052,2.146471,2.292512,-0.6585633,0.09575675,0.10198138,0.06370345,913.2037,1774.1052,25,13
49,217,8.880868,6.9503646,1560.7504,2.3756735,1.9061196,8.636818,0.13745093,0.10454031,0.19765088,1124.6075,1560.7504,25,13
50,218,8.731275,7.1846843,2167.513,2.223151,2.6506612,-1.0297295,0.089251705,0.10538128,0.16128439,1114.4595,2167.513,25,13
51,219,8.65102,7.0607905,1493.7787,2.1796837,2.0228138,3.8297172,0.11628916,0.106965445,0.07196911,800.4237,1493.7787,25,13
52,220,8.503414,7.1341043,2819.2568,2.7086074,2.329538,-1.1136312,0.09471001,0.08206894,0.1399499,996.1254,2819.2568,25,13
54,221,8.695895,7.418776,1057.5244,2.0358093,1.6840134,6.7320404,0.14008269,0.11132584,0.17280397,883.50287,1057.5244,25,13
60,237,8.751895,6.5492315,1061.8505,2.128293,1.6701125,6.6116104,0.1473715,0.10977712,0.21528076,922.5314,1061.8505,31,4
61,238,9.115528,7.1371703,1466.282,2.0334115,2.0829823,2.1275191,0.10541995,0.10814742,0.023797993,926.29376,1466.282,31,4
62,239,9.021395,7.230676,1919.9707,2.3938754,1.9659871,-1.6609566,0.10000606,0.08342027,0.17874292,1181.9458,1919.9707,31,4
63,240,9.013085,6.9084,1095.6156,1.9059105,1.7321305,6.4937177,0.12575124,0.11221735,0.0911795,866.9541,1095.6156,31,4
66,249,9.2086115,7.3192506,2504.567,2.2265313,3.0081086,-8.258846,0.073989496,0.08628511,0.2598235,930.01196,2504.567,33,4
67,250,9.002904,7.3530374,5238.2144,3.3781614,3.1632276,-25.608551,0.04004479,0.045529336,0.06362451,1096.7886,5238.2144,33,4
68,251,8.99038,7.5146503,3334.2473,2.5905788,2.9946487,-7.0922623,0.07592796,0.08381483,0.13493066,1034.1927,3334.2473,33,4
69,252,8.822287,7.3769217,1180.018,1.9167652,2.074194,7.583759,0.123232245,0.13594092,0.07589876,967.0259,1180.018,33,4
70,254,8.8718405,7.5357924,3031.9788,2.6841304,2.95768,-6.882616,0.080917075,0.086146384,0.09248788,858.0153,3031.9788,34,3
71,255,8.979174,7.002898,1369.1433,1.9739965,1.8533487,6.9308295,0.11523725,0.106943876,0.061118543,1256.8206,1369.1433,34,3
72,256,8.563234,7.09278,1490.2612,2.2481565,1.928625,2.5675957,0.117436394,0.099567555,0.14213048,1093.2219,1490.2612,34,3
74,264,8.25417,6.800963,1178.3174,1.9671825,2.0101237,4.048114,0.11924257,0.122214235,0.021362472,863.6233,1178.3174,36,12
75,265,8.373355,7.2586007,2528.914,2.8897986,2.5006654,-1.7958815,0.104183316,0.09133641,0.13465755,925.8046,2528.914,36,12
76,266,8.265577,6.82422,1721.8015,1.9252999,2.123558,3.6038365,0.09329746,0.10379414,0.09336131,1000.028,1721.8015,36,12
77,267,8.897219,6.617942,3562.9082,2.8081424,2.4955533,-6.6608005,0.0792315,0.07244023,0.11131528,1309.8,3562.9082,36,12
78,268,8.499083,7.204664,1587.9269,1.6818956,3.057287,9.300733,0.08996037,0.1939178,0.44987315,963.5757,1587.9269,36,12
79,269,8.641905,7.0873895,2282.0225,2.6062784,2.6108532,-7.9277773,0.084234454,0.08430581,0.0017522149,875.13916,2282.0225,36,12
80,270,8.514376,7.505688,3846.6936,2.5696518,2.3391867,-9.424201,0.06891359,0.06439529,0.08968732,1743.7297,3846.6936,36,12
81,271,8.538714,7.444806,3174.703,2.3660545,2.45386,-8.442415,0.07073893,0.07258069,0.035782605,1507.6217,3174.703,36,12
82,272,8.879343,7.719755,1589.5707,1.974943,2.2091582,4.3303127,0.10138025,0.115001395,0.106020086,1018.147,1589.5707,36,12
83,273,8.696728,7.2679725,1737.3395,2.4891946,2.232962,1.0515115,0.1163686,0.104042895,0.10293801,817.51654,1737.3395,36,12
84,274,8.635974,7.3980107,3193.099,2.4335785,2.32645,-5.179749,0.07593633,0.073131904,0.04402093,1618.2262,3193.099,36,12
