,frame,x,y,photons,sx,sy,bg,lpx,lpy,ellipticity,net_gradient,mass,particle,length
115,259,5.462018,6.8764305,3830.8374,2.559422,3.5760288,-13.421789,0.0642966,0.06580414,0.28428373,926.4785,3830.8374,40,5
136,335,5.611181,6.6557965,2572.924,1.8400153,3.0068147,12.0213995,0.0767612,0.14215527,0.38805166,1549.7318,2572.924,57,8
137,336,5.6816025,6.930424,2307.9126,1.8943305,2.4779828,0.6295826,0.075742245,0.09908773,0.23553523,1259.8444,2307.9126,57,8
138,337,5.5812287,7.0342803,2615.1443,1.8342315,2.9908807,3.557471,0.070699066,0.12002861,0.3867253,1387.1412,2615.1443,57,8
139,338,5.5421023,7.5388913,1300.6644,1.2356843,2.938334,17.054075,0.075602405,0.24966863,0.5794609,1207.2919,1300.6644,57,8
140,339,5.7992144,7.402703,1992.8379,2.0366654,2.8885393,5.0655737,0.09325949,0.13995779,0.2949151,1067.2307,1992.8379,57,8
141,340,5.6243787,6.0938344,2527.0996,1.87114,2.3117895,0.14293543,0.07111779,0.087577194,0.19060971,1479.089,2527.0996,57,8
142,341,5.590741,6.80696,3607.8003,2.2392156,3.0068152,-6.9045205,0.06580871,0.08229421,0.25528657,1358.6613,3607.8003,57,8
143,342,5.5936623,6.8673496,2670.432,1.9169837,2.8000906,-0.99261713,0.07003567,0.1005531,0.3153851,1311.6473,2670.432,57,8
144,344,6.0601196,7.104167,2869.6697,2.089525,3.3287446,0.32018444,0.074509144,0.11864127,0.3722784,1204.8484,2869.6697,58,4
145,345,5.6359663,7.15586,4087.636,2.1064613,3.0398476,-10.979097,0.057071373,0.0723802,0.30705038,1546.4899,4087.636,58,4
146,346,5.972913,7.4443736,5519.8735,2.976019,3.790909,-15.402667,0.06105504,0.063258864,0.21495904,884.6233,5519.8735,58,4
147,347,6.0624685,7.0629363,1676.1953,1.7481766,2.713793,8.981351,0.09079164,0.15720093,0.35581803,910.3139,1676.1953,58,4
148,349,6.1950746,8.118687,3560.953,2.296964,3.2724998,-7.6637974,0.06692282,0.0850742,0.29810113,1231.8986,3560.953,59,5
149,350,5.8617244,7.321491,2612.6619,2.2368987,3.744185,0.90853924,0.08423816,0.14325571,0.40256727,885.9894,2612.6619,59,5
150,351,6.1568527,7.534195,3085.4858,2.417938,3.254787,-9.802658,0.07080451,0.08002155,0.25711328,978.3154,3085.4858,59,5
151,352,6.010768,6.9993696,2495.4216,2.2152603,3.5385911,-1.435941,0.08259677,0.12695794,0.3739711,862.5997,2495.4216,59,5
152,353,5.565364,6.5160284,773.4481,1.4028479,1.8462383,11.457677,0.1161077,0.16670802,0.2401588,864.7755,773.4481,59,5
154,362,5.710107,6.4342885,3042.188,2.2930238,3.4105084,-3.4485621,0.07555316,0.10545763,0.32765925,1015.9603,3042.188,61,3
155,363,6.1227155,6.8347826,3066.8662,2.2811773,3.192064,-2.0672178,0.07629389,0.10365174,0.2853598,1033.6298,3066.8662,61,3
156,364,5.549862,6.7651153,2652.9985,1.8247854,3.0386422,8.734972,0.072808504,0.13379462,0.39947343,1459.6294,2652.9985,61,3
163,378,5.827835,6.999689,1137.3217,1.4804903,1.8138632,15.879482,0.10152381,0.13254651,0.18379161,1255.4406,1137.3217,66,4
164,379,6.0694222,7.441641,1962.7118,1.94869,2.4783106,2.90638,0.087185256,0.1129039,0.21370225,1275.5111,1962.7118,66,4
165,380,5.9071703,6.596982,2306.643,1.9460324,3.1660466,-0.32899836,0.07693762,0.123539954,0.3853431,947.15393,2306.643,66,4
166,381,5.8223042,6.8016624,1259.5725,1.6332705,2.2114472,13.884974,0.10532986,0.15787123,0.26144722,1169.3497,1259.5725,66,4
170,390,5.7630405,6.9046955,945.5126,1.3730127,2.51648,15.115697,0.10342028,0.2431316,0.45439157,939.80884,945.5126,69,3
171,391,5.749427,6.905286,2186.311,2.1205628,3.3516417,-0.20926821,0.08603719,0.13461988,0.36730623,858.48486,2186.311,69,3
172,392,6.101129,7.3336706,2454.9211,2.5215526,3.0213232,-4.172311,0.08880091,0.101925276,0.1654145,858.0287,2454.9211,69,3
173,394,6.613596,8.587877,1051.8733,1.403997,2.324993,10.801427,0.09495333,0.1825869,0.3961285,904.17896,1051.8733,70,3
174,395,6.1481066,7.638239,3141.985,2.0515525,3.4666858,-5.569577,0.06583861,0.097679414,0.40820926,1175.5634,3141.985,70,3
175,396,6.4368176,8.312974,916.6816,1.2178293,2.5772598,14.052289,0.09021288,0.25319833,0.52747124,943.88855,916.6816,70,3
177,420,5.730486,6.695667,1540.5995,1.5692271,3.0852063,10.085252,0.08520429,0.20457736,0.49137044,1047.5073,1540.5995,72,4
178,421,5.4471583,5.989853,2440.885,2.0126076,2.5539708,4.507352,0.08167992,0.106218755,0.21196924,1433.394,2440.885,72,4
179,422,5.448604,6.191044,1555.6338,1.562847,2.694444,11.067585,0.08508602,0.17082286,0.4199742,1085.9026,1555.6338,72,4
180,423,5.8077564,6.519319,1391.2887,1.7503333,2.3692062,8.557497,0.10120869,0.1475425,0.2612153,903.06146,1391.2887,72,4
184,468,6.7487364,16.962513,4606.8843,2.1811051,5.5265307,-7.297098,0.057714425,0.086179,0.60533917,930.53705,4606.8843,76,4
185,469,6.649689,17.92225,1059.0035,1.598711,2.2415838,9.458609,0.10869194,0.1679624,0.286794,845.59125,1059.0035,76,4
186,470,6.720194,17.62155,1938.3003,1.9785255,3.0907934,-2.1944926,0.08285131,0.122271046,0.35986483,897.70245,1938.3003,76,4
187,471,6.4995346,17.811377,3406.792,2.2669942,3.7056365,-7.5675316,0.067503445,0.09035021,0.3882308,1037.274,3406.792,76,4
191,499,5.666154,6.431309,1879.9791,1.8555471,2.7884457,6.9003835,0.08882428,0.1446516,0.33455867,1121.6678,1879.9791,80,3
192,500,5.6004696,5.964317,1923.2095,1.8125799,2.4513547,5.1013308,0.0837546,0.11762998,0.26058036,1321.1547,1923.2095,80,3
193,501,5.42952,5.4472322,1121.3357,1.6461667,2.2231972,9.5324745,0.10876498,0.15988183,0.25954986,1063.4729,1121.3357,80,3
195,506,5.6687965,6.424687,2820.2532,2.4347126,2.5924141,-1.9735286,0.084425926,0.08944556,0.060831904,1097.1947,2820.2532,82,4
196,507,5.8456492,6.491502,2399.6267,2.1257894,2.7482584,-2.6373553,0.07957172,0.09986111,0.22649579,1154.292,2399.6267,82,4
197,508,5.7319965,6.5861096,3405.481,2.1966078,2.9488244,-5.4213166,0.06751753,0.08576047,0.25509033,1413.9493,3405.481,82,4
199,509,5.6494346,6.511629,1816.8978,1.8495545,2.5676365,2.9158363,0.08603871,0.12265219,0.2796665,1103.3162,1816.8978,82,4
200,511,5.6711373,6.2047176,1320.2081,1.5612776,2.3354585,9.162981,0.09202519,0.15171573,0.3314899,1089.014,1320.2081,84,4
201,512,5.304893,6.4184585,1587.3522,1.4144788,2.334056,9.637746,0.0741841,0.1351719,0.39398247,1544.0681,1587.3522,84,4
202,513,5.39817,6.5817432,1419.7631,1.6274394,2.1571152,10.963087,0.09424373,0.13414486,0.24554823,1237.3398,1419.7631,84,4
203,514,5.46253,5.823662,1351.3643,1.6139506,2.4257178,5.5105515,0.090381764,0.1452657,0.3346503,1112.7308,1351.3643,84,4
209,531,5.5765038,6.887071,962.4602,1.2798787,2.311886,11.028203,0.09018122,0.1941271,0.44639194,991.2701,962.4602,89,8
210,532,5.562506,5.3490095,1443.339,1.8360217,2.293602,6.5590715,0.101969816,0.13298117,0.19950293,856.44244,1443.339,89,8
211,533,5.6801896,6.195274,1539.8666,1.7609652,2.2383125,6.1268406,0.0931107,0.123004116,0.21326211,1085.8225,1539.8666,89,8
213,534,5.7809234,6.8815064,1538.0571,1.7553393,2.7675555,10.444009,0.097662255,0.17664304,0.3657438,994.86176,1538.0571,89,8
214,535,6.074641,7.2169633,2857.3489,2.3699358,2.7863061,-3.2395408,0.08027919,0.09239154,0.14943455,1101.0264,2857.3489,89,8
215,536,6.2783933,7.387089,2863.7266,1.9367114,3.6635804,-3.1362352,0.06691687,0.1151597,0.471361,953.46265,2863.7266,89,8
216,537,5.9119654,7.5810676,6224.3726,2.7967265,3.821155,-19.701588,0.054021243,0.05363182,0.26809397,1020.48627,6224.3726,89,8
218,538,5.941489,7.1681848,2482.153,1.8199338,3.3055854,0.8347657,0.070302114,0.12883005,0.44943675,1186.969,2482.153,89,8
219,539,6.7009897,18.461021,4074.4329,2.4943264,3.798781,-11.248774,0.06440562,0.07409963,0.3433877,993.031,4074.4329,92,8
221,540,6.7094355,20.157066,2078.8987,2.041872,2.967636,-0.6835268,0.08443602,0.12073379,0.31195337,916.50226,2078.8987,92,8
223,541,6.592906,20.305397,2849.5447,1.8241016,5.30071,-1.2242727,0.06455662,0.17071699,0.65587604,803.8467,2849.5447,92,8
224,542,6.5963864,20.07886,1428.386,1.617356,2.439034,8.611199,0.09090896,0.15078166,0.33688667,905.6395,1428.386,92,8
225,543,6.7176585,18.485775,2327.2126,2.0418417,3.7133512,0.4397186,0.08106027,0.14825559,0.45013505,839.87976,2327.2126,92,8
226,544,6.4665866,18.608654,2718.9446,2.0165408,3.6770053,-2.7484174,0.0714481,0.119712956,0.45158067,976.9061,2718.9446,92,8
227,545,5.717027,6.6056747,2009.3417,1.8463198,2.771883,2.1075609,0.080619745,0.12379809,0.33391136,1121.7603,2009.3417,94,4
228,545,6.709318,18.639065,1261.5631,1.5938873,2.3852081,6.118354,0.09340868,0.1506926,0.33176175,1020.0708,1261.5631,92,8
229,546,5.8074427,6.4230576,894.3821,1.4873482,1.9123937,10.301016,0.11196734,0.15468481,0.22225836,985.9448,894.3821,94,4
230,546,6.699087,19.526396,1238.4186,1.5785444,2.5065594,4.081232,0.090996355,0.15394355,0.3702346,912.49286,1238.4186,92,8
231,547,5.527521,6.8255253,794.10333,1.43286,1.8922551,14.3351,0.121577725,0.17817116,0.2427765,993.4085,794.10333,94,4
232,548,6.154827,7.7673736,1646.6494,1.9319036,3.150207,2.6952543,0.09469051,0.16313103,0.38673759,832.6236,1646.6494,94,4
233,551,5.419923,6.76668,1637.8201,1.5669078,2.2073984,10.508056,0.08233963,0.12488065,0.29015633,1495.5621,1637.8201,95,3
234,552,5.642566,6.369299,2364.112,2.0946093,2.4927423,1.0620103,0.08315491,0.09924411,0.15971689,1368.5214,2364.112,95,3
235,553,5.620426,6.7270584,740.18066,1.3855938,1.9764595,12.161512,0.11874391,0.1921619,0.2989516,855.24335,740.18066,95,3
238,561,5.4573874,5.8528996,1510.7601,2.015541,2.4634664,-0.35602105,0.09809276,0.11908782,0.18182725,856.8431,1510.7601,98,5
239,562,5.723487,5.9817376,1226.6312,1.6008147,2.5058525,7.402637,0.09695865,0.1686846,0.3611696,823.29803,1226.6312,98,5
240,563,5.2898827,5.6422486,1930.7609,1.9776126,3.171526,-0.26205045,0.0854355,0.13532625,0.3764476,946.83325,1930.7609,98,5
241,564,5.5263877,6.2054,1956.3545,2.114404,3.24744,-0.112058595,0.0908084,0.1383895,0.34890133,831.4034,1956.3545,98,5
242,565,5.296117,5.681179,1098.8578,1.634135,2.480241,9.46283,0.10907477,0.18838161,0.34113863,885.8238,1098.8578,98,5
243,575,5.94126,7.012908,3633.7473,2.4414907,3.7261312,-8.930024,0.068353735,0.08387402,0.34476525,993.7447,3633.7473,99,3
244,576,5.421359,6.0123463,2034.6042,1.8793254,3.2030373,-0.07778893,0.07940631,0.1340649,0.4132677,899.265,2034.6042,99,3
245,577,5.475801,5.6964335,1072.2208,1.5910773,1.9646413,7.8813825,0.10501042,0.13577035,0.19014362,1072.8746,1072.2208,99,3
247,580,5.809453,7.3423495,3303.876,2.546957,3.3086028,-11.074106,0.06978111,0.07527335,0.23020165,999.1363,3303.876,101,3
248,581,5.725162,6.3197165,1169.5132,1.8016579,2.589859,11.979819,0.122481525,0.20235397,0.30434132,832.9536,1169.5132,101,3
249,582,5.572924,5.801326,1484.8307,1.7167451,2.7977927,10.093338,0.09680063,0.1826065,0.386393,958.7758,1484.8307,101,3
252,587,5.2054825,4.983766,4208.5205,2.8000078,3.355483,-18.80267,0.05782726,0.05212984,0.16554256,959.8717,4208.5205,103,4
253,588,5.5821657,6.4999957,2148.5068,2.0120702,2.8831062,4.7490187,0.08786609,0.13243483,0.30211723,1066.041,2148.5068,103,4
254,589,5.2370205,5.7587442,1573.9297,1.5380644,1.9746052,10.973672,0.08287182,0.11192726,0.22107753,1459.5558,1573.9297,103,4
255,590,5.2314873,5.571333,1464.7693,2.089198,2.2871385,3.1634629,0.11074094,0.12244606,0.086544976,833.65106,1464.7693,103,4
258,594,5.4502134,6.4261413,2033.4644,1.8306462,3.06644,-0.28383747,0.0772319,0.12757996,0.40300605,954.5333,2033.4644,106,8
259,595,5.4666114,5.6476116,1227.6735,1.6975608,2.5003045,10.845959,0.1084774,0.18128099,0.32105836,994.1675,1227.6735,106,8
260,596,5.1507115,5.040263,807.4449,1.3768636,2.0471666,13.900025,0.113632426,0.19595835,0.32742962,1019.5161,807.4449,106,8
261,597,5.417197,5.506286,1981.1422,1.5497543,2.3969195,6.1836214,0.070349224,0.11467705,0.35343915,1545.4645,1981.1422,106,8
262,598,5.7189717,4.8555856,5246.01,1.9705237,2.8997416,-8.011795,0.049578313,0.06855826,0.32044852,2453.4758,5246.01,106,8
263,599,5.661727,5.407082,3539.5344,1.9878514,3.917522,0.2982241,0.06381716,0.12563853,0.49257427,1329.4325,3539.5344,106,8
264,600,5.6394076,5.302715,2423.8699,1.8012564,2.1603823,14.109418,0.07885735,0.09845249,0.16623256,1964.7871,2423.8699,106,8
265,601,5.9315634,5.371029,784.3043,1.5323843,2.2186413,14.598547,0.13444719,0.22931154,0.3093141,805.8484,784.3043,106,8
283,639,5.6034837,6.484834,1262.1829,1.6123639,2.5406833,8.086009,0.09692644,0.1712471,0.36538178,949.8683,1262.1829,120,4
284,640,5.6047072,6.4668207,1085.9573,1.5614729,2.0610745,11.640689,0.10681971,0.15326363,0.24239862,976.52814,1085.9573,120,4
285,641,5.237691,6.3972936,1970.8572,1.8284549,3.629047,3.3950667,0.08183907,0.17783982,0.49616113,874.54486,1970.8572,120,4
286,642,5.7001376,6.1825423,768.0698,1.3864629,2.0612683,12.497302,0.11648049,0.20009747,0.32737386,805.2464,768.0698,120,4
293,674,5.532001,5.979708,1108.0411,1.5312146,2.7405658,6.69463,0.09698807,0.20043583,0.44127792,811.69867,1108.0411,126,3
294,675,5.7037015,5.9704175,1016.8305,1.556575,2.2965984,16.441856,0.1174073,0.20415401,0.3222259,1009.0548,1016.8305,126,3
295,676,5.242965,5.4824343,1709.687,1.7825692,2.5778654,1.5798962,0.084085695,0.12338348,0.3085096,937.189,1709.687,126,3
299,693,5.6702423,6.701886,4957.1294,2.8909721,4.3701425,-16.442085,0.06048171,0.037196066,0.3384719,811.02185,4957.1294,129,3
300,694,5.844005,7.185016,3845.7878,2.6109512,3.6925457,-14.024572,0.0641101,0.06093524,0.29291296,927.19617,3845.7878,129,3
301,695,5.5023093,6.5322366,1779.651,1.9925803,2.9407752,2.7466915,0.0938894,0.14411119,0.32243025,836.5705,1779.651,129,3
320,785,5.406031,7.118458,1973.7028,1.7918758,3.5030544,2.9320507,0.07965455,0.16742606,0.48848188,800.4592,1973.7028,143,4
321,786,6.0375085,8.382138,3956.2505,2.5315995,3.3751664,-15.680297,0.060928058,0.060679767,0.24993342,1138.8239,3956.2505,143,4
322,787,6.1008077,9.136238,1420.8867,1.8596538,2.2475197,1.2901691,0.096256666,0.11702839,0.17257509,896.3146,1420.8867,143,4
323,788,6.2127905,8.593159,1951.0035,1.8251058,2.715233,1.9567217,0.08076888,0.122572705,0.32782722,1151.8915,1951.0035,143,4
349,861,6.951372,17.637863,931.1622,1.3899126,2.2974524,12.894176,0.10358774,0.20484456,0.39502007,915.0809,931.1622,164,5
350,862,6.806326,18.119019,1125.1093,1.5323155,2.3174925,10.953891,0.101265155,0.1737091,0.33880454,1025.686,1125.1093,164,5
352,863,6.828532,18.814438,2134.1252,1.5005562,2.6461637,16.385815,0.06982991,0.14451255,0.43293145,1762.5331,2134.1252,164,5
353,864,6.645666,18.5315,2131.4556,1.660451,4.054812,6.4546657,0.07289996,0.21694937,0.5904987,827.2505,2131.4556,164,5
355,865,7.0294986,18.308208,2867.1956,2.0585546,3.9374979,-6.570465,0.06788426,0.09781895,0.4771922,893.87286,2867.1956,164,5
357,872,5.3199015,5.583136,1434.2184,1.748692,2.6558523,8.916145,0.09968642,0.16967821,0.34157032,999.44653,1434.2184,168,8
358,873,5.5562153,5.6145983,1194.1393,1.7353542,2.3243709,11.775046,0.11484849,0.16978487,0.2534091,977.7838,1194.1393,168,8
359,874,5.6557455,5.789573,679.2216,1.392302,1.6742791,15.254568,0.13182579,0.17017299,0.16841699,895.8269,679.2216,168,8
360,875,5.553548,5.412591,1757.0667,1.8790376,3.4095342,6.9905624,0.09380877,0.19822936,0.4488873,817.51843,1757.0667,168,8
361,876,5.272592,5.9896803,2171.6802,1.6556067,3.1124597,2.3310196,0.069443084,0.13553162,0.46807125,1249.4718,2171.6802,168,8
362,877,5.492876,6.002876,2506.1226,2.1039279,3.0851374,2.5461016,0.082539536,0.12450088,0.31804404,1199.7488,2506.1226,168,8
