,frame,x,y,photons,sx,sy,bg,lpx,lpy,ellipticity,net_gradient,mass,particle,length
10,220,8.848074,5.1054854,964.57184,1.6748534,1.6978267,12.803785,0.12813517,0.1304531,0.013531003,965.70593,964.57184,10,3
11,221,8.589978,4.910399,1444.1129,1.8415337,2.1806097,3.5619073,0.09793487,0.1179933,0.15549599,1113.2366,1444.1129,10,3
12,222,8.157871,6.0921345,1296.1791,1.6586062,2.4161787,4.6232004,0.094265394,0.14523175,0.3135416,998.51575,1296.1791,10,3
30,385,7.9301763,5.792987,1557.3816,1.9270293,2.3324642,-0.40693268,0.0924478,0.11114645,0.17382258,1035.925,1557.3816,24,3
31,386,7.845319,6.2965307,1736.1311,1.9102803,2.5676394,8.507064,0.098084286,0.14140587,0.25601688,880.40857,1736.1311,24,3
32,387,7.581776,5.943701,575.68115,1.2652203,1.7939355,17.606577,0.13407283,0.2224842,0.29472366,810.84235,575.68115,24,3
46,497,8.32205,8.524157,9037.501,1.862792,2.750048,1.8665252,0.037582736,0.05545541,0.32263288,5674.2505,9037.501,35,58
47,498,8.16252,8.066843,9055.753,1.8390658,2.503382,6.8756146,0.037566863,0.051606633,0.26536748,6451.4272,9055.753,35,58
48,499,8.296515,8.360622,8931.22,1.807128,2.6759098,6.8255167,0.037168678,0.055762812,0.32466784,6164.0923,8931.22,35,58
49,500,8.384826,8.285912,8626.251,1.8133858,2.5548654,-0.21269341,0.037257344,0.05213922,0.29022256,6093.4375,8626.251,35,58
50,501,8.292944,8.18751,8842.612,1.7354504,2.6236658,10.6760645,0.036197715,0.05598652,0.33853984,6507.6514,8842.612,35,58
51,502,8.292195,8.439473,10744.912,1.9857676,2.7094116,-18.566566,0.03466074,0.044846106,0.2670853,5297.247,10744.912,35,58
52,503,8.477882,8.257222,7886.689,1.9166077,2.9393258,-13.230911,0.03927775,0.055847995,0.34794307,3963.6748,7886.689,35,58
53,504,8.30003,8.622312,4823.663,1.6556494,2.821369,18.19761,0.0489448,0.09204506,0.41317514,3474.6555,4823.663,35,58
54,505,8.36351,8.772206,5124.5625,1.850874,2.1768765,-6.476207,0.047770765,0.055294454,0.14975704,3105.9924,5124.5625,35,58
55,506,8.354948,8.54516,5465.431,1.7900146,2.411015,-2.7749941,0.045697022,0.060609642,0.25756803,2977.0952,5465.431,35,58
56,507,8.445809,8.45825,5453.702,1.9242455,2.4215348,-1.9019375,0.049216397,0.06134806,0.2053612,3510.5364,5453.702,35,58
57,508,8.341052,8.539334,7397.8994,2.0056274,2.7403102,-19.133364,0.040952466,0.051342983,0.26810205,3834.4985,7397.8994,35,58
58,509,8.414492,8.565298,5537.09,1.8709415,2.6962068,2.5210752,0.04852151,0.07032063,0.30608383,3353.4822,5537.09,35,58
59,510,8.449407,8.321211,6933.37,2.0389028,2.8236885,-10.666868,0.044429976,0.058374476,0.2779293,3511.7952,6933.37,35,58
60,511,8.507115,8.288816,5540.506,1.9202676,2.6535027,-7.9418974,0.0472751,0.06254545,0.27632725,3136.657,5540.506,35,58
61,512,8.317007,8.155019,4227.9346,1.678401,2.346447,15.806265,0.053037763,0.07803046,0.28470534,3635.7964,4227.9346,35,58
62,513,8.42405,8.180844,5139.936,1.6875502,2.6716967,0.5702196,0.04513262,0.07107682,0.3683601,3608.8481,5139.936,35,58
63,514,8.346756,8.190886,4866.524,1.7927514,2.4359868,8.495527,0.051040053,0.07105815,0.26405534,3172.6077,4866.524,35,58
64,515,8.388615,8.239555,10213.3,2.0032597,2.6922014,-19.116407,0.035658047,0.045355555,0.25590274,5538.874,10213.3,35,58
65,516,8.363778,8.27951,11121.972,2.0390918,2.7173684,-32.50579,0.033440482,0.04062858,0.24960788,5599.4253,11121.972,35,58
66,517,8.408426,8.299915,6389.7104,1.9557507,2.7599854,-3.3118596,0.045961834,0.06358727,0.29139093,3531.2,6389.7104,35,58
68,518,8.411733,8.138332,6808.8696,1.7842888,2.7272315,10.212197,0.042710654,0.06748203,0.3457509,4326.4795,6808.8696,35,58
69,519,8.4267645,8.656316,7574.6836,1.6747898,2.2155583,-3.213046,0.036500197,0.04767716,0.24407776,4735.325,7574.6836,35,58
70,520,8.39086,8.4287405,6052.8154,1.6124208,2.519688,20.533588,0.042178456,0.070313215,0.3600712,4973.773,6052.8154,35,58
71,521,8.420102,8.296789,9823.325,1.9523989,2.5138836,-14.546803,0.0359847,0.044798344,0.2233535,5874.343,9823.325,35,58
72,522,8.446846,8.343849,8416.036,1.8117049,2.266459,-1.398661,0.037558462,0.046672665,0.2006452,6250.839,8416.036,35,58
73,523,8.491357,8.29875,9546.193,1.8601499,2.5968935,-11.994619,0.035167154,0.047270134,0.28370193,5733.3696,9546.193,35,58
74,524,8.409974,8.224984,10562.058,1.9419725,2.7412283,-18.491194,0.034260716,0.045570716,0.29156852,5890.0176,10562.058,35,58
75,525,8.4591675,8.177234,9564.615,1.8978626,2.5152588,-14.703288,0.035499673,0.04528659,0.24546032,5689.892,9564.615,35,58
76,526,8.364189,8.327015,10314.266,1.9468143,2.7034764,-20.001804,0.034546513,0.045075603,0.27988487,5757.4023,10314.266,35,58
77,527,8.425289,8.19485,9788.671,1.9655744,2.6589644,-19.863659,0.03565512,0.045443665,0.26077446,5353.327,9788.671,35,58
78,528,8.331686,8.392814,7596.3423,1.74617,2.5710387,6.819988,0.03904444,0.058302443,0.3208309,5755.9883,7596.3423,35,58
79,529,8.327663,8.302752,4740.3765,1.6619079,2.3600178,18.294252,0.049652852,0.074483715,0.29580703,4208.5845,4740.3765,35,58
80,530,8.418262,8.615769,7991.4604,1.8194598,2.1424112,-5.627622,0.03819603,0.04452515,0.15074204,4854.739,7991.4604,35,58
81,531,8.412533,8.2544775,5334.536,1.6335114,2.759628,10.950168,0.044502817,0.07923303,0.40806827,3856.2166,5334.536,35,58
82,532,8.364961,8.046604,6112.954,1.889948,2.6989691,-4.409544,0.045241497,0.062955745,0.2997519,3397.9263,6112.954,35,58
83,533,8.318098,8.1508665,5642.521,1.7393507,2.6457555,0.18120652,0.044290543,0.0669166,0.34258828,3545.497,5642.521,35,58
84,534,8.408578,8.299829,10457.578,1.9824563,2.5215943,-19.181147,0.03496512,0.042712387,0.21380837,6113.52,10457.578,35,58
85,535,8.334585,8.21986,11323.434,2.0227602,2.76176,-27.130192,0.033549033,0.042294275,0.26758292,5795.6826,11323.434,35,58
86,536,8.382572,8.454276,9791.894,1.8446231,2.5765574,-9.537044,0.03471369,0.04706292,0.28407452,6376.935,9791.894,35,58
87,537,8.34809,8.354268,9832.587,1.8848047,2.6260087,-8.985619,0.0353976,0.0479187,0.28225496,6098.156,9832.587,35,58
88,538,8.362416,8.382895,9886.271,1.8642884,2.613692,-12.667314,0.03460393,0.046640795,0.2867222,6128.639,9886.271,35,58
89,539,8.409622,8.370977,7805.323,1.7539912,2.5053365,1.1868958,0.038067944,0.05419225,0.29989794,5830.554,7805.323,35,58
90,540,8.459079,8.327383,7227.595,1.9306519,3.06815,-11.511257,0.04139825,0.060604516,0.37074396,3276.123,7227.595,35,58
91,541,8.322515,8.279189,5304.8213,1.7708733,2.7057784,8.701767,0.04815435,0.076256804,0.34552166,3489.8066,5304.8213,35,58
92,542,8.29614,8.331177,5820.471,1.8565017,2.6874683,-2.2176633,0.045992743,0.06547737,0.30920053,3464.5598,5820.471,35,58
93,543,8.296693,8.073818,4054.0496,1.4762428,2.5691195,18.939196,0.047759254,0.09192069,0.4253896,3439.2622,4054.0496,35,58
94,544,8.402191,8.518575,4168.584,1.7457745,2.152774,7.979182,0.053822715,0.06736242,0.1890582,2654.9568,4168.584,35,58
95,545,8.299337,8.163052,5442.373,1.7526017,2.6583946,7.233499,0.046726268,0.07279458,0.34072927,3524.1042,5442.373,35,58
96,546,8.444266,8.013232,5453.981,1.7884647,2.5949228,-3.1350393,0.04563439,0.06479135,0.3107831,3189.4067,5453.981,35,58
97,547,8.317773,8.150898,6199.83,1.815651,2.7287269,3.323208,0.044587053,0.06755997,0.33461604,4177.695,6199.83,35,58
98,548,8.47379,8.288575,6136.748,1.9193192,2.539386,-4.7764206,0.045740023,0.059265975,0.24417984,3709.903,6136.748,35,58
99,549,8.39511,7.9074745,6656.5635,1.8318574,2.6803772,-0.7452701,0.04274268,0.06194645,0.3165673,4122.7734,6656.5635,35,58
100,550,8.290311,7.9553094,4659.588,1.5448428,2.5009737,17.38873,0.04615459,0.080334835,0.38230345,4125.9604,4659.588,35,58
101,551,8.328359,8.036255,5162.66,1.7809333,2.3724144,2.064014,0.047780965,0.0637233,0.2493161,3488.7212,5162.66,35,58
102,552,8.4949875,8.400233,4640.786,1.6643729,2.459904,4.9332585,0.04774878,0.07164653,0.32339922,3386.0452,4640.786,35,58
103,553,8.31622,8.587252,4130.696,1.6391411,2.368101,11.742863,0.05147693,0.07758421,0.30782464,2658.9612,4130.696,35,58
104,554,8.357426,8.487663,5965.43,2.0690598,2.6814923,-3.8949394,0.04996472,0.06359455,0.2283924,3268.1753,5965.43,35,58
108,719,7.655705,17.256727,4176.539,2.0106132,2.9233913,-3.1229038,0.057959072,0.0817088,0.3122326,2194.4949,4176.539,39,4
109,720,7.637679,17.173773,3230.9336,1.8094852,2.8396268,2.9052362,0.06206948,0.09946771,0.3627736,1767.271,3230.9336,39,4
110,721,7.6720853,17.123098,7706.7173,2.6817384,3.8348856,-26.224468,0.046709206,0.04437022,0.30069926,1357.1897,7706.7173,39,4
111,722,7.7523627,17.34964,3326.9485,1.862607,2.5626385,-1.0346141,0.06113471,0.08306396,0.27316827,2094.514,3326.9485,39,4
112,724,7.836832,16.985771,3284.4517,1.7928467,2.3121724,-0.099973544,0.0597056,0.076576106,0.22460511,2248.296,3284.4517,40,7
113,725,7.9945674,16.850374,1532.648,1.3296278,2.1274505,11.076105,0.07146276,0.12541476,0.37501353,1799.9171,1532.648,40,7
114,726,7.6480303,17.356888,7106.34,2.838103,4.244879,-15.85403,0.0550153,0.062338587,0.3314054,1054.4829,7106.34,40,7
115,727,7.7994447,17.393717,2843.4302,1.759082,2.7766225,2.8244405,0.06442717,0.10397639,0.36646703,1638.4905,2843.4302,40,7
116,728,7.704398,17.454159,3974.6943,1.9298637,3.4138575,-7.72153,0.05522661,0.084351435,0.43469706,1545.516,3974.6943,40,7
117,729,7.816219,17.425436,4241.0264,1.9436342,3.5331998,-5.436062,0.05486816,0.09020249,0.44989407,1863.2871,4241.0264,40,7
118,730,7.873628,17.134201,2709.319,1.7999853,2.8787947,0.20877613,0.06615945,0.10528781,0.37474343,1652.1702,2709.319,40,7
121,735,7.9769526,17.270647,2791.0522,1.7697332,2.6688392,7.3178744,0.06770637,0.10785087,0.33689028,2002.8347,2791.0522,42,3
122,736,7.834978,17.136475,4086.3938,2.0943468,2.7377203,-9.912289,0.057383973,0.06985929,0.23500337,2169.4192,4086.3938,42,3
123,737,7.76884,16.769419,1670.3701,1.6351479,2.5246515,2.5747638,0.07887482,0.12521532,0.3523273,1156.9407,1670.3701,42,3
125,742,7.8429585,17.016335,3114.263,2.000423,2.4364705,-2.8803258,0.066443704,0.07957244,0.1789669,2035.1329,3114.263,44,5
126,743,7.856456,17.129875,5656.6055,2.2395625,3.846078,-12.196379,0.052027907,0.071488366,0.41770226,1775.519,5656.6055,44,5
127,744,7.842583,16.80243,3348.861,1.8690932,2.6276023,4.2779784,0.06358394,0.091406345,0.2886697,2071.2046,3348.861,44,5
128,745,7.573171,16.95189,2799.0881,1.8317808,2.4897084,1.0153142,0.06667174,0.090756685,0.26425892,1865.2428,2799.0881,44,5
