,frame,x,y,photons,sx,sy,bg,lpx,lpy,ellipticity,net_gradient,mass,particle,length
176,510,7.281248,8.115694,4033.9202,2.7120435,3.3731356,-10.025769,0.06959045,0.07767872,0.19598739,1013.0456,4033.9202,66,4
177,511,7.3677945,8.856699,2340.8665,2.2952757,3.103227,1.2639022,0.09198185,0.12588702,0.2603584,823.4571,2340.8665,66,4
178,512,7.2042747,9.089642,1728.362,1.8590039,2.2765265,5.444208,0.09180597,0.115642585,0.18340334,1287.1863,1728.362,66,4
179,513,7.739667,8.1207485,1196.0802,1.9024475,2.3780684,9.375412,0.124590635,0.16705282,0.20000307,839.52966,1196.0802,66,4
180,520,7.221846,7.671221,1567.6105,2.0384998,2.390086,2.9788587,0.10348433,0.12325817,0.14710186,860.7644,1567.6105,67,4
181,521,7.1805706,7.511029,2579.103,2.548896,3.1844163,-6.821785,0.082700685,0.093307115,0.19957197,853.4105,2579.103,67,4
182,522,6.9779816,7.3046465,3453.5842,2.8997424,3.1898196,-11.295787,0.07286811,0.07450945,0.09093844,812.47626,3453.5842,67,4
183,523,7.1153812,7.692291,2444.183,2.4900749,2.2985783,-7.5497394,0.08144174,0.07731395,0.076903954,1038.7325,2444.183,67,4
186,530,7.054095,7.535894,5121.88,3.0332522,3.325968,-21.71571,0.053464826,0.05067918,0.0880092,1062.2931,5121.88,70,4
187,531,7.0407295,8.388294,1501.0088,1.938345,2.0336807,10.986407,0.11275003,0.119823396,0.046878412,1320.2524,1501.0088,70,4
188,532,7.1531706,8.075255,1936.323,2.023856,2.89086,2.9841888,0.09150437,0.1354576,0.29991218,979.51605,1936.323,70,4
189,533,7.261405,7.3714695,2178.0405,2.1098323,2.756874,0.13319238,0.08620767,0.11236817,0.23470125,999.6512,2178.0405,70,4
193,558,7.2088733,9.800104,3168.553,2.4163697,2.9596684,-4.9479346,0.07600442,0.08936368,0.18356743,1076.5957,3168.553,74,3
194,559,7.548638,8.901204,1633.7418,1.9897033,2.4308662,3.7108166,0.09969523,0.12470355,0.18148383,926.4077,1633.7418,74,3
195,560,7.4693503,9.435483,911.9048,1.8156737,1.7065848,6.6780634,0.13338076,0.12370672,0.060081773,878.0846,911.9048,74,3
198,594,7.570853,9.303805,4295.372,3.4338331,3.1712914,-14.781353,0.06442864,0.06521489,0.076457344,914.29474,4295.372,77,5
199,595,7.586192,8.870392,1063.5939,2.0270839,1.9676754,5.707978,0.13591507,0.13110733,0.029307336,832.74915,1063.5939,77,5
200,596,7.5308857,7.471266,5343.178,3.0115554,3.3756454,-22.760881,0.05228287,0.048562642,0.10785788,1118.8186,5343.178,77,5
201,597,7.5942783,7.6682997,3342.7668,2.5538464,2.9196622,-10.777145,0.07007613,0.074589916,0.12529391,1126.3905,3342.7668,77,5
202,598,7.803388,9.078689,3333.2993,2.322126,3.360218,0.2553069,0.07665071,0.11082529,0.30893594,1178.5663,3333.2993,77,5
209,618,7.451237,8.798716,1431.3788,2.1748753,2.499098,2.097,0.11466705,0.1333473,0.12973593,804.7414,1431.3788,82,3
210,619,7.1036053,8.30533,1635.101,2.3242164,2.6005936,-1.5537694,0.10511399,0.11626854,0.106274664,813.61194,1635.101,82,3
211,620,7.323251,8.48387,1340.1864,2.0351007,2.3242884,6.9542828,0.1211736,0.14286438,0.124419875,952.1076,1340.1864,82,3
216,631,7.533574,8.341478,3408.4526,2.8547149,2.723008,-12.089616,0.07101211,0.06986325,0.04613664,1153.6901,3408.4526,85,7
217,632,7.146593,8.290667,3098.352,2.2680743,2.878136,1.3475242,0.07868731,0.100476936,0.21196416,1446.5068,3098.352,85,7
218,633,7.052796,8.574455,4913.4707,2.9617767,2.7674215,-20.402998,0.055469345,0.05528262,0.06562117,1342.7997,4913.4707,85,7
219,634,7.142952,9.102575,3031.3223,2.5459423,2.6315048,-4.3013425,0.0817703,0.08405063,0.032514654,1035.1384,3031.3223,85,7
220,635,7.0668225,8.76101,4217.7524,3.3306937,3.0787764,-16.823551,0.05902312,0.060945876,0.075635105,943.37604,4217.7524,85,7
221,636,7.0830817,9.260309,3238.7134,2.8668077,2.693951,-8.069589,0.08030487,0.07729854,0.06029592,1020.09454,3238.7134,85,7
222,637,7.3739643,8.045146,6715.8716,2.8480842,5.287938,-15.831223,0.056158133,0.031154834,0.46139985,909.2542,6715.8716,85,7
225,644,7.250369,9.217815,1561.9785,1.7192878,2.9013178,9.534457,0.09344984,0.18315704,0.40741146,968.49133,1561.9785,87,3
226,645,7.2422075,9.386166,4323.226,2.4553015,2.8724713,-10.7592535,0.06281465,0.06960266,0.14523028,1627.6005,4323.226,87,3
227,646,7.460276,9.174861,5795.041,2.7666092,3.4855585,-15.763494,0.057747483,0.06304552,0.20626517,1463.4163,5795.041,87,3
