particle,,dframe,dx,dy,step_len
567,9,1,0.47302818,-0.08359146,0.48035735
567,10,1,-0.5081501,-0.15457535,0.5311403
567,11,1,0.15524292,-0.22705078,0.27504987
567,12,1,0.07974243,0.36763382,0.37618276
567,13,1,0.13317299,0.1830635,0.22637865
567,14,1,-0.23193932,-0.18963623,0.29959598
567,15,1,0.09652901,-0.33952713,0.3529823
567,16,1,-0.21656418,-0.61434555,0.6513989
567,17,1,0.13475418,0.63183594,0.6460459
567,18,1,0.17258835,0.35595322,0.39558744
567,19,1,-0.33080673,-0.7072067,0.78075254
567,20,1,0.23579597,-0.122779846,0.26584703
567,21,1,-0.26821136,-0.04947281,0.27273595
567,22,1,0.23766518,0.11130142,0.26243618
567,23,1,-0.28721237,0.018253326,0.28779182
567,24,1,0.76425934,0.40176773,0.863429
572,0,1,-0.21937561,-0.5874481,0.62707335
572,1,1,-0.031824112,0.6579075,0.65867674
577,0,1,0.04921341,0.14291763,0.1511536
577,1,1,0.26392365,-0.22634506,0.3476892
577,2,1,0.2345047,0.3614502,0.4308581
577,3,1,0.18627739,0.6811142,0.70612735
577,4,1,-0.3722973,-0.6248627,0.7273642
577,5,1,0.09176445,0.5252266,0.53318256
577,6,1,0.14809227,-0.06544113,0.16190696
577,7,1,0.15615082,0.030403137,0.15908308
577,8,1,-0.48639107,-0.30000687,0.57147217
577,9,1,0.044713974,-0.023796082,0.050651684
577,10,1,0.32954216,0.51568985,0.6119919
577,11,1,-0.62286377,-0.4093895,0.74535835
577,12,1,0.27074623,0.64923096,0.7034233
578,0,1,0.21865654,1.0987587,1.1203041
578,1,1,0.236763,1.4234829,1.4430386
578,2,1,0.074401855,-0.46079636,0.4667643
578,3,1,0.249012,0.6111183,0.65990347
578,4,1,-0.06206131,-0.96302223,0.9650199
578,5,1,0.012514114,0.49425316,0.49441156
580,0,1,0.10840607,0.5966511,0.6064193
580,1,1,0.13417244,-0.54212,0.5584768
580,2,1,0.027446747,0.23186874,0.23348756
580,3,1,0.14900398,-0.45690918,0.48059148
580,4,1,-0.22042465,0.6224327,0.66031015
580,5,1,-0.33624458,-0.5830631,0.67306983
580,6,1,0.5263653,0.25616837,0.58539104
580,7,1,-0.057344437,0.33615303,0.34100917
580,8,1,-0.04611206,0.185915,0.19154818
580,9,1,-0.03497696,0.57429314,0.57535726
580,10,1,-0.040700912,-0.94781303,0.94868654
580,11,1,0.19785309,0.16317749,0.25646198
580,12,1,-0.46477318,-0.78007126,0.9080337
580,13,1,0.692091,0.29787254,0.7534706
580,14,1,-0.79966164,-0.038625717,0.800594
580,15,1,0.7367821,0.117795944,0.7461392
580,16,1,-0.5576687,-1.023386,1.165467
580,17,1,-0.19496346,0.15674973,0.2501624
580,18,1,0.5282631,0.67718506,0.85886055
580,19,1,-0.3277111,-0.68032074,0.7551363
580,20,1,-0.22667885,-0.3598671,0.42530885
580,21,1,0.25855827,0.5691128,0.6250934
580,22,1,0.014881134,0.35264778,0.35296163
580,23,1,-0.3557377,-0.78811455,0.86468136
580,24,1,-0.027236938,-0.3653221,0.36633605
581,0,1,0.50439835,0.123226166,0.5192325
581,1,1,-0.3265667,-0.1222496,0.34869868
583,0,1,-0.17198753,0.09127426,0.19470671
583,1,1,-0.38475227,-0.06765747,0.39065567
583,2,1,0.2286148,-0.30646515,0.38234228
583,3,1,0.048208237,-0.31267166,0.31636626
583,4,1,-0.17975998,-0.015701294,0.1804444
583,5,1,-0.24960518,-0.6646919,0.71001273
583,6,1,0.39076996,0.6223335,0.73484707
585,0,1,0.5351887,0.71603775,0.8939446
585,1,1,0.08682823,-0.27472496,0.28811967
588,0,1,0.11425781,-0.3381958,0.35697514
588,1,1,-0.074920654,0.082214355,0.111230865
588,2,1,0.0069885254,-0.06824112,0.06859803
592,0,1,-0.3290081,-0.15191841,0.36238867
592,1,1,-0.13716125,0.055080414,0.14780751
592,2,1,0.50073624,0.05098152,0.50332487
592,3,1,-0.07716942,-0.351696,0.36006278
592,4,1,-0.329607,0.17695045,0.3741019
598,0,1,0.20283127,0.51169205,0.5504264
598,1,1,-0.20482635,0.016098022,0.20545799
601,0,1,0.13384247,-0.11845589,0.17873333
601,1,1,-0.7317066,0.1334095,0.74376917
608,0,1,-0.23974991,-0.6429634,0.68620837
608,1,1,0.2074089,0.4135666,0.46266162
613,0,1,0.11919403,0.6897392,0.69996244
613,1,1,0.54563713,0.59576035,0.8078677
613,2,1,-0.5216732,-0.17303085,0.5496204
613,3,1,0.22843361,0.58008194,0.62343967
613,4,1,-0.38163757,-0.03804779,0.38352948
613,5,1,0.30662346,-0.12031937,0.32938534
613,6,1,0.00092315674,0.06752014,0.06752645
615,0,1,0.0056972504,-0.7937641,0.79378456
615,1,1,-0.15929985,1.561264,1.5693699
619,0,1,-0.07818031,0.64824677,0.6529441
619,1,1,0.40353775,-0.697361,0.8057016
619,2,1,-0.18985558,-0.09459877,0.21211804
621,0,1,0.32100487,-0.26424408,0.41577524
621,1,1,-0.22661781,-0.6593838,0.6972393
621,2,1,-0.38335037,0.4895935,0.6218194
623,0,1,-0.22550964,0.7398987,0.7735016
623,1,1,0.683733,-0.024562836,0.68417406
626,0,1,0.23866272,-1.011261,1.0390422
626,1,1,-0.59142494,0.057037354,0.5941689
626,2,1,0.6780224,0.6199684,0.9187357
626,3,1,-0.36125374,-0.4410591,0.5701205
626,4,1,-0.06424141,-1.2097588,1.2114632
626,5,1,-0.36885452,1.0351067,1.0988628
626,6,1,0.7517338,1.7978287,1.9486641
631,0,1,-0.16298866,-1.0753002,1.0875826
631,1,1,-0.10926628,-0.7326546,0.74075764
631,2,1,-0.4437847,-0.967556,1.0644761
631,3,1,-0.24480438,-1.0833626,1.1106771
635,0,1,-0.012477875,0.17261124,0.17306165
635,1,1,0.18751335,-0.15829086,0.24539204
636,0,1,-0.061120987,0.08099365,0.10146796
636,1,1,0.333086,-0.12126732,0.35447434
637,0,1,-0.38062286,-0.39666748,0.54974437
637,1,1,-0.17504692,0.86478806,0.88232636
637,2,1,-0.12912941,-0.40987015,0.42973006
640,0,1,-0.18969727,-1.5915794,1.6028444
640,1,1,0.4315033,1.548172,1.6071813
640,2,1,-0.2784195,0.27677536,0.39258376
640,3,1,-0.3782177,-0.11660385,0.39578414
640,4,1,0.13894653,-0.6259346,0.64117104
640,5,1,0.094976425,0.7240715,0.73027396
640,6,1,0.24349594,0.34726715,0.42412823
640,7,1,0.09656906,-0.30046844,0.31560555
640,8,1,-0.1583271,-1.1872482,1.1977587
641,0,1,-0.4269085,0.37756538,0.569918
641,1,1,0.32977104,-0.5256748,0.6205505
642,0,1,-0.27023125,0.60648155,0.66396147
642,1,1,-0.003063202,-0.35984612,0.35985917
642,2,1,0.08700371,0.1923809,0.2111399
642,3,1,-0.3426838,-0.806509,0.87629277
644,0,1,0.17315102,0.48460388,0.5146088
644,1,1,0.06780243,-0.16668701,0.17994924
644,2,1,-0.4053936,-0.6661453,0.7798035
644,3,1,0.29070282,0.8529701,0.9011471
644,4,1,-0.062116623,-0.27843857,0.2852832
651,0,1,0.46875,-0.28481293,0.5484934
651,1,1,-0.71195984,-0.31175232,0.77722347
653,0,1,0.07923126,-0.13316345,0.15495192
653,1,1,-0.05809784,-0.66324997,0.66578966
653,2,1,0.29308128,0.58802795,0.65701866
653,3,1,-0.091573715,0.30571365,0.31913412
653,4,1,-0.14224052,-0.5780525,0.5952958
653,5,1,0.27166176,0.5425148,0.60673094
653,6,1,-0.3133297,0.0861702,0.32496276
653,7,1,-0.06266594,-0.77220917,0.77474767
653,8,1,0.0393219,0.49791336,0.49946365
653,9,1,0.06141281,0.29141617,0.29781693
653,10,1,0.10575867,-0.23572922,0.25836632
653,11,1,-0.44439697,-0.38939667,0.59086245
655,0,1,-0.32964325,0.10103798,0.34478015
655,1,1,-0.3019848,-0.05412674,0.30679718
655,2,1,0.2994213,-0.26539612,0.40011024
655,3,1,-0.07085419,0.31745338,0.32526445
655,4,1,0.20563889,-0.50525665,0.5455013
655,5,1,-0.022678375,0.46286774,0.46342298
655,6,1,0.010097504,-0.41214943,0.4122731
658,0,1,-0.1607418,0.5678425,0.59015507
658,1,1,-0.29960632,-1.5385838,1.5674833
659,0,1,-0.27141762,-0.06149292,0.27829644
659,1,1,-0.19036102,0.05770111,0.19891389
659,2,1,0.3146553,-0.45858383,0.55615383
659,3,1,-0.3606701,0.13975906,0.38680163
659,4,1,-0.3900776,0.19779205,0.43735823
662,0,1,0.26937866,-1.3129692,1.3403182
662,1,1,-0.4386196,0.63793945,0.7741795
662,2,1,-0.05578804,-0.4325981,0.4361805
667,0,1,0.155447,1.1824913,1.1926649
667,1,1,-0.048505783,1.5698433,1.5705924
668,0,1,0.091959,0.047115326,0.10332624
668,1,1,-0.0023212433,0.12771988,0.12774098
668,2,1,0.046167374,-0.16355515,0.16994621
670,0,1,0.21829224,-0.23561668,0.32119578
670,1,1,0.3398285,-0.89356995,0.95600766
672,0,1,0.38062286,-0.6057949,0.71544474
672,1,1,-0.41441727,0.14594269,0.43936425
672,2,1,0.09080887,0.30136108,0.31474555
672,3,1,0.18143272,-0.35935402,0.40255824
672,4,1,-0.12071228,-0.07795906,0.14369784
672,5,1,0.07224083,0.23884392,0.24952987
672,6,1,-0.15314484,0.23822975,0.28320798
672,7,1,0.051822662,-0.3271618,0.33124074
672,8,1,0.31611252,-0.44652367,0.5470928
673,0,1,-0.21153641,-0.08212662,0.22691944
673,1,1,-0.0012550354,-0.48323822,0.48323986
673,2,1,0.28443718,0.63960266,0.6999972
679,0,1,-0.12001991,-0.4203453,0.43714407
679,1,1,0.15223694,0.64089966,0.6587325
681,0,1,-0.40854645,0.13472176,0.43018618
681,1,1,0.25087738,-0.9392834,0.9722102
681,2,1,-0.06090164,1.1855564,1.1871196
681,3,1,-0.008312225,-1.3799801,1.3800051
681,4,1,0.0289917,-0.46565437,0.466556
681,5,1,0.01276207,-0.059885025,0.061229784
681,6,1,0.12352371,-0.037786484,0.12917401
681,7,1,-0.169693,0.3577404,0.39594683
681,8,1,0.06021309,-0.06194496,0.08638747
681,9,1,-0.09258461,0.5591049,0.5667188
681,10,1,0.1494751,0.38173485,0.40995646
681,11,1,-0.43666077,0.41864777,0.60492855
681,12,1,0.20532036,-0.6842327,0.7143744
681,13,1,0.051221848,0.7891922,0.7908527
681,14,1,0.30431175,-1.1832371,1.2217429
681,15,1,-0.096035,-0.100666046,0.13912718
681,16,1,-0.08440399,0.074617386,0.11265784
681,17,1,-0.15602303,0.062295914,0.1679999
681,18,1,0.31837463,0.110500336,0.33700553
681,19,1,-0.2078495,-0.54587746,0.58410925
681,20,1,0.098789215,0.11769104,0.15365705
681,21,1,0.12921524,0.079898834,0.15192235
681,22,1,-0.15120506,-0.046648026,0.15823719
681,23,1,0.0526886,0.7619972,0.76381665
681,24,1,-0.14180946,0.5154381,0.5345899
681,25,1,0.058490753,-0.20940399,0.21741942
681,26,1,-0.0070114136,0.25452232,0.25461888
681,27,1,0.21009636,-0.31092072,0.37524948
681,28,1,-0.03797531,0.6988888,0.69991976
681,29,1,0.3453369,0.07796478,0.35402837
681,30,1,-1.1897621,0.18270874,1.2037095
681,31,1,0.4276638,0.27775764,0.5099467
681,32,1,-0.09359932,-0.06576347,0.1143926
681,33,1,0.22215271,-0.08680916,0.23851134
681,34,1,-0.06615257,-0.6100254,0.6136018
681,35,1,-0.029441833,0.13315964,0.13637562
681,36,1,0.28922653,0.16262436,0.3318112
681,37,1,-0.30007172,0.4724903,0.55972326
681,38,1,0.27236366,-1.1619282,1.1934232
683,0,1,0.47029686,0.6377754,0.7924245
683,1,1,-0.50582695,-0.3616295,0.62180126
688,0,1,0.42385292,0.4025898,0.58457667
688,1,1,0.21639252,-1.281023,1.2991712
688,2,1,-0.060983658,0.28168106,0.28820693
688,3,1,-0.01996231,0.2015419,0.2025281
688,4,1,-0.21357727,0.19716644,0.2906714
694,0,1,-0.097435,0.00019645691,0.0974352
694,1,1,0.36605644,-0.31895638,0.48552084
694,2,1,-0.31555367,0.16714668,0.35708842
694,3,1,0.13720322,0.19760513,0.24056706
696,0,1,-0.3359089,-0.016204834,0.33629954
696,1,1,0.2947445,-0.7802963,0.8341083
700,0,1,-0.13144493,0.19265366,0.2332235
700,1,1,0.12516785,1.3479309,1.35373
700,2,1,0.030244827,-0.12105179,0.124772936
702,0,1,0.0009288788,0.016981125,0.01700651
702,1,1,0.09466553,0.551342,0.55941004
703,0,1,0.12330246,-0.15466309,0.1977983
703,1,1,-0.15131187,1.1305695,1.14065
709,0,1,0.09113312,0.46497726,0.4738239
709,1,1,0.22133255,-0.1994667,0.29795146
709,2,1,-0.2611866,0.64842224,0.69904923
710,0,1,-0.07901573,-0.38121033,0.38931322
710,1,1,-0.7032776,-1.1513824,1.3491778
710,2,1,0.4027748,-0.33477592,0.5237389
710,3,1,0.07068062,0.9473133,0.94994646
714,0,1,-0.05366516,0.045238495,0.07018883
714,1,1,-0.25178337,-0.95370865,0.9863848
715,0,1,0.0061187744,0.08006859,0.080302045
715,1,1,-0.20140457,0.583416,0.61720175
717,0,1,0.035518646,0.6311493,0.6321479
717,1,1,0.14469528,0.3450203,0.3741333
717,2,1,-0.016607285,0.72473145,0.7249217
717,3,1,-0.18996239,-0.44207382,0.48116004
717,4,1,-0.02823639,-0.33579826,0.33698335
717,5,1,-0.03999901,0.6731796,0.6743669
717,6,1,0.19000053,-0.89422226,0.9141847
717,7,1,-0.20225143,-0.0047016144,0.20230608
719,0,1,0.06602287,0.2111702,0.2212507
719,1,1,-0.33315277,-0.4899559,0.59249264
721,0,1,0.05978203,-0.4080696,0.4124254
721,1,1,0.2078228,0.48363304,0.52639455
721,2,1,-0.009588242,-0.22404861,0.22425368
721,3,1,-0.22369766,0.36683846,0.42966393
721,4,1,0.051374435,-0.34400368,0.34781873
721,5,1,0.4360447,0.3173542,0.5393039
721,6,1,-0.4482708,-0.895668,1.0015827
721,7,1,0.7102318,1.0797043,1.2923585
721,8,1,-0.78105164,-0.30090523,0.8370099
721,9,1,0.06254959,0.004776001,0.06273166
727,0,1,0.24052048,-0.2388668,0.33898002
727,1,1,-0.04766655,0.5711975,0.57318294
727,2,1,0.004070282,-0.1702652,0.17031384
727,3,1,0.32196426,-0.34362411,0.4708912
731,0,1,-0.040643692,-0.44618034,0.4480277
731,1,1,-0.32745743,0.3387165,0.47112337
731,2,1,0.10154724,0.2466507,0.2667366
731,3,1,0.2216835,0.11450577,0.24950981
732,0,1,0.31677628,-1.0096664,1.0581936
732,1,1,-0.20237541,0.35279274,0.40671676
734,0,1,0.25676727,0.2579136,0.36393523
734,1,1,-0.42028046,-0.7831631,0.88880825
734,2,1,-0.12971878,0.08397293,0.15452641
734,3,1,0.3100853,0.1776886,0.35738793
734,4,1,-0.30478096,0.065086365,0.3116531
734,5,1,-0.040943146,-0.1369648,0.14295349
734,6,1,0.30981064,0.71025276,0.77488166
734,7,1,-0.05834961,-0.27942467,0.28545195
734,8,1,-0.01768303,-0.65169334,0.6519332
734,9,1,0.42269897,0.3172512,0.5285099
734,10,1,-0.40779495,0.28359604,0.49671263
734,11,1,-0.11166763,-0.7142525,0.72292894
734,12,1,0.17834663,0.16357422,0.2420001
734,13,1,0.028467178,-0.0059108734,0.029074365
734,14,1,-0.03701973,-0.1628704,0.16702464
734,15,1,0.11326218,0.43379593,0.4483383
734,16,1,0.3118267,0.043922424,0.31490487
734,17,1,-0.13718414,-0.10354042,0.17187236
734,18,1,-0.2617836,0.23487473,0.35170555
734,19,1,0.25766563,0.38013458,0.45923182
734,20,1,-0.3361206,-0.70121384,0.77761036
734,21,1,-0.17795753,-0.12591362,0.21799798
734,22,1,-0.0019454956,0.049779892,0.049817894
734,23,1,0.02076912,0.23711014,0.238018
734,24,1,0.14494705,0.079099655,0.16512541
734,25,1,-0.0496521,-0.05429268,0.07357327
734,26,1,-0.001745224,0.13532066,0.13533191
734,27,1,0.25943565,0.3475418,0.43369594
734,28,1,0.099084854,0.08061981,0.12773943
734,29,1,-0.28057098,-0.098371506,0.29731637
734,30,1,0.28691864,0.028749466,0.2883554
734,31,1,-0.20659637,-0.5815792,0.6171843
734,32,1,-0.17606926,0.33959198,0.38252202
734,33,1,0.31145668,0.2485714,0.3984884
734,34,1,-0.4052601,-0.12689972,0.42466372
734,35,1,-0.06653595,0.22338676,0.23308514
734,36,1,0.4991989,-0.17844582,0.5301344
734,37,1,-0.42166138,-0.7901039,0.89557946
734,38,1,0.27324104,0.3713684,0.46105874
734,39,1,-0.38051224,-0.10943794,0.39593714
734,40,1,0.8298664,0.68304825,1.0748178
734,41,1,-0.414814,-0.41787338,0.5888029
734,42,1,-0.31197166,-0.06997299,0.3197226
734,43,1,0.33346176,-0.112594604,0.3519578
734,44,1,0.28491402,0.7379761,0.7910656
734,45,1,-0.18758011,-0.21417809,0.2847078
735,0,1,-0.06816101,-0.0500412,0.084557936
735,1,1,-0.107393265,0.13705826,0.17412145
737,0,1,-0.32676315,0.8656559,0.92527527
737,1,1,0.0461998,-1.2878456,1.288674
737,2,1,0.04683304,1.2386932,1.2395782
742,0,1,-0.13732338,-0.30796814,0.3371974
742,1,1,0.42206573,0.10890961,0.4358908
742,2,1,0.2256279,0.14363098,0.26746553
742,3,1,-0.32344246,-0.21006012,0.3856686
742,4,1,-0.5410347,-0.23191833,0.5886465
742,5,1,0.23009872,-0.140522,0.26961428
742,6,1,-0.061691284,0.29924774,0.30554056
742,7,1,0.45654488,0.16060257,0.48396942
743,0,1,-0.101896286,-0.3691063,0.3829129
743,1,1,0.69052315,0.10730362,0.69881064
743,2,1,-1.1507721,0.12450409,1.1574876
743,3,1,0.4496174,0.20839691,0.4955654
743,4,1,0.5586643,0.085948944,0.56523716
743,5,1,-0.42395592,0.08816147,0.43302548
746,0,1,-0.017276764,1.5688496,1.5689447
746,1,1,0.08092308,-0.8539982,0.85782367
746,2,1,0.319849,-0.002401352,0.31985804
748,0,1,0.036294937,-0.29994583,0.3021338
748,1,1,-0.10283661,-1.812437,1.8153521
748,2,1,0.18676567,1.2717667,1.2854073
748,3,1,-0.26943207,-0.3246975,0.42192665
749,0,1,0.09954643,-0.027751923,0.10334244
749,1,1,-0.27846718,-0.0020332336,0.2784746
758,0,1,0.32349205,-0.25159073,0.40981093
758,1,1,-7.6293945e-05,-0.022781372,0.0227815
758,2,1,-0.7909012,0.22267914,0.8216512
762,0,1,-0.18491936,0.11785507,0.2192829
762,1,1,-0.34075928,-0.75110435,0.8247876
762,2,1,0.49416733,0.5084057,0.70899767
763,0,1,-0.13515854,-0.50025177,0.51818883
763,1,1,-0.060886383,0.43180847,0.43607995
763,2,1,0.096157074,-0.61190224,0.6194114
763,3,1,-0.3765335,-0.06453514,0.3820239
763,4,1,0.07316971,-0.47394943,0.47956425
763,5,1,0.096012115,1.1947231,1.1985749
763,6,1,-0.48270035,-0.052778244,0.48557717
763,7,1,0.8185673,0.15984344,0.83402777
763,8,1,-0.52897644,-0.42775345,0.680286
763,9,1,0.32978058,0.14316177,0.3595143
763,10,1,-0.19218826,0.43071938,0.47165188
765,0,1,-0.22266006,-0.032367706,0.22500038
765,1,1,0.4575367,0.4223709,0.6226853
765,2,1,-0.011629105,-0.33496857,0.33517036
771,0,1,-0.37941742,-0.49660873,0.6249623
771,1,1,-0.050743103,-0.25957108,0.2644844
771,2,1,0.109451294,0.28426933,0.30461228
771,3,1,0.18656921,-0.17601585,0.25649494
771,4,1,-0.41366386,0.13374138,0.43474653
771,5,1,0.6055412,1.2100143,1.3530761
771,6,1,0.51426315,-0.40955925,0.65742326
771,7,1,-0.24403572,0.19774055,0.31409356
771,8,1,0.27261353,-0.666769,0.7203465
772,0,1,0.02971077,-0.19691849,0.19914722
772,1,1,-0.11725998,0.010374069,0.11771799
772,2,1,-0.21293259,-0.69384766,0.7257857
772,3,1,0.6104641,-0.0009403229,0.6104648
773,0,1,0.09669495,0.5007019,0.50995326
773,1,1,0.07406044,-0.2579193,0.2683418
773,2,1,0.19997978,0.14590073,0.24754582
773,3,1,-0.5896263,-0.23352432,0.63418674
773,4,1,-0.015800476,-0.47726822,0.47752967
776,0,1,-0.0017814636,-0.03173065,0.03178062
776,1,1,0.23125648,-0.2126236,0.31414703
776,2,1,-0.12013435,0.5863991,0.5985784
776,3,1,0.55747795,-0.54785156,0.7816156
776,4,1,-0.2518139,0.55971146,0.61374843
776,5,1,0.017673492,-0.86257935,0.86276037
776,6,1,-0.2631874,0.85450363,0.89411634
777,0,1,0.18004417,-0.086006165,0.19953187
777,1,1,-0.12011719,0.19809723,0.23166928
777,2,1,0.27731133,-0.9084587,0.94984144
777,3,1,-0.38845444,0.8168602,0.9045206
777,4,1,-0.12155342,0.004377365,0.12163221
781,0,1,0.09124184,0.3195305,0.33230227
781,1,1,-0.26991272,1.4358673,1.4610159
781,2,1,-0.09246826,-0.47961998,0.48845235
784,0,1,0.20488358,-0.2760067,0.3437397
784,1,1,-0.27854156,0.6482353,0.7055455
784,2,1,-0.15374374,0.08252525,0.17449228
784,3,1,0.017278671,0.02176094,0.027786525
784,4,1,0.024681091,0.35285378,0.35371593
786,0,1,-0.208992,-0.24550629,0.3224143
786,1,1,0.4813156,0.33638573,0.5872138
786,2,1,-0.09577751,-0.42164612,0.43238732
786,3,1,-0.06152153,-0.0061130524,0.061824493
786,4,1,-0.0008907318,0.18396187,0.18396401
786,5,1,-0.09528923,-0.20305634,0.22430317
786,6,1,0.2029705,0.25642014,0.32702953
786,7,1,0.0027313232,-0.116859436,0.116891354
786,8,1,0.42303085,0.05088806,0.42608064
786,9,1,-0.41937828,-0.13433456,0.44036794
786,10,1,-0.0824604,0.2612362,0.27394173
786,11,1,-0.12877655,0.11066818,0.16979648
786,12,1,-0.07589722,-0.012723923,0.07695639
786,13,1,0.1340332,-0.011051178,0.13448802
790,0,1,-0.17947578,-0.41157722,0.4490071
790,1,1,-0.21998978,0.98262405,1.0069486
790,2,1,0.20570374,-0.26849174,0.3382334
794,0,1,-0.0017948151,1.1982784,1.1982797
794,1,1,-0.2590866,0.27064323,0.3746647
794,2,1,-0.21203041,0.07672691,0.22548595
794,3,1,0.18240547,0.17427635,0.25227764
794,4,1,-0.10828781,-0.17472267,0.20555842
794,5,1,0.18295288,-0.056951523,0.19161218
794,6,1,0.016998291,0.27544022,0.27596423
794,7,1,0.21389961,-0.049167633,0.21947779
795,0,1,0.019498825,0.6276283,0.6279312
795,1,1,-0.124349594,-1.372263,1.3778856
796,0,1,-0.16176987,-0.63516617,0.655443
796,1,1,0.76511,0.62439346,0.98755276
799,0,1,-0.35441017,-0.5561714,0.65949464
799,1,1,-0.046880722,0.24560738,0.25004157
799,2,1,-0.26160812,0.086099625,0.27541235
799,3,1,0.59555054,-1.4669571,1.5832384
799,4,1,0.16846275,0.94792366,0.96277666
804,0,1,0.17578316,0.8581505,0.8759692
804,1,1,0.42154884,-1.204916,1.2765288
804,2,1,-0.839344,1.4895229,1.70973
804,3,1,0.30288506,-0.46959496,0.5588012
805,0,1,0.23365593,0.24671555,0.33979943
805,1,1,-0.21574783,-1.2720795,1.2902454
805,2,1,-0.020469666,0.6361027,0.63643193
806,0,1,0.31660843,0.34256744,0.46646902
806,1,1,-0.1976986,0.06813812,0.2091113
806,2,1,0.19255638,-0.18048096,0.2639154
810,0,1,0.24578857,0.69314575,0.73543394
810,1,1,-0.2996235,-0.00090026855,0.29962486
811,0,1,-0.34449577,-0.4856491,0.5954262
811,1,1,0.58610153,0.44078064,0.7333502
812,0,1,-0.19841194,-0.8569908,0.87965935
812,1,1,-0.13519096,0.1026001,0.16971557
812,2,1,0.30690575,0.12123299,0.3299827
813,0,1,-0.01133728,0.11304855,0.11361562
813,1,1,0.54706,0.020008087,0.5474258
813,2,1,0.091321945,-0.56845665,0.57574534
813,3,1,-0.6761646,1.5171547,1.6610109
813,4,1,0.0813961,-0.91542053,0.91903216
815,0,1,0.10019302,0.6531162,0.6607567
815,1,1,0.034643173,-0.20917511,0.21202448
816,0,1,0.21963882,-0.20176125,0.29824287
816,1,1,0.035829544,-0.10654259,0.11240587
816,2,1,-0.05015564,-0.55171585,0.55399096
816,3,1,0.26782227,0.9211769,0.9593204
816,4,1,-0.37397385,-0.33036232,0.4989947
816,5,1,0.23095512,0.06694412,0.24046162
816,6,1,-0.61732864,-0.122709274,0.6294063
816,7,1,0.30694008,0.3479843,0.46401003
816,8,1,0.22172928,-0.13423729,0.25919786
816,9,1,-0.3076973,0.23458672,0.38692188
816,10,1,0.39153862,-0.81334496,0.90268075
816,11,1,0.18344498,0.68071747,0.70500237
816,12,1,-0.34100342,-1.0606518,1.114121
816,13,1,-0.05369377,0.39102173,0.39469105
816,14,1,0.061178207,0.25610733,0.263313
816,15,1,-0.23509979,0.15633202,0.28233245
816,16,1,0.23203468,0.09980583,0.2525892
816,17,1,-0.069955826,0.24828339,0.2579505
816,18,1,0.13423157,0.032011032,0.13799572
816,19,1,0.14713478,0.11199379,0.18490876
816,20,1,-0.27888107,-0.38716125,0.4771462
816,21,1,0.32178497,0.19881058,0.37824756
816,22,1,-0.036369324,0.40996552,0.41157556
816,23,1,-0.033496857,-0.10985565,0.114849046
816,24,1,0.029924393,-0.24487114,0.2466928
816,25,1,0.35368538,0.038209915,0.35574338
816,26,1,-0.5021038,-0.10346413,0.512653
816,27,1,-0.1606369,-0.7905674,0.8067224
816,28,1,0.21580315,0.1328392,0.25341123
816,29,1,-0.2748356,-0.38536644,0.47333065
820,0,1,-0.27821922,0.06703758,0.28618172
820,1,1,-0.25476456,0.25948906,0.36364755
820,2,1,0.03255272,0.32984543,0.33144787
820,3,1,0.2728672,-0.21541405,0.34764886
822,0,1,0.4015026,0.13158798,0.42251596
822,1,1,0.3570423,-0.15856552,0.39066896
822,2,1,-1.3021698,-1.0176888,1.6526756
822,3,1,0.5954075,0.7960968,0.9941228
824,0,1,0.25902557,0.39665604,0.47374073
824,1,1,-0.18022156,0.40612793,0.44431937
825,0,1,0.1231575,0.18034172,0.21838248
825,1,1,-0.1125412,0.40852737,0.42374536
825,2,1,0.17492867,-0.2160778,0.27801016
825,3,1,-0.069122314,0.27931404,0.28773987
825,4,1,-0.21659088,-0.03580284,0.21953008
825,5,1,0.3605404,0.33380127,0.49133763
825,6,1,0.1305275,-0.787796,0.7985362
829,0,1,0.15864372,-0.57057,0.5922144
829,1,1,0.23154259,0.1356945,0.26837468
829,2,1,-0.12908363,-0.21339607,0.24940023
829,3,1,-0.016666412,0.3153534,0.3157935
829,4,1,0.021972656,0.039751053,0.04541964
829,5,1,0.031726837,-0.24864388,0.25065988
831,0,1,-0.33273888,-0.46904373,0.57508016
831,1,1,-0.14958191,-0.27436066,0.31248763
831,2,1,0.32050514,0.42036057,0.52860814
833,0,1,0.17636108,0.124607086,0.21594018
833,1,1,-0.22149086,-0.19343567,0.2940673
833,2,1,-0.1846199,0.53162384,0.5627685
836,0,1,0.26374435,0.16981888,0.313687
836,1,1,-0.25967598,-0.003396988,0.2596982
836,2,1,0.16493416,0.049964905,0.1723362
840,0,1,0.20689201,-0.08642578,0.22421803
840,1,1,-0.48444748,-0.49678993,0.6938945
840,2,1,0.38217735,0.3289547,0.5042527
840,3,1,-0.46058655,-0.38830566,0.60242945
840,4,1,0.45018196,0.42917442,0.62197626
840,5,1,-0.11515999,-0.8983784,0.9057293
840,6,1,-0.08591652,-0.2707386,0.2840441
840,7,1,0.34527588,0.48684883,0.5968561
840,8,1,-0.074798584,-1.6402836,1.6419882
840,9,1,-0.38233185,1.106451,1.1706457
840,10,1,-0.046531677,0.42460823,0.42715025
840,11,1,0.029624939,0.064157486,0.07066697
840,12,1,0.024806976,0.25938225,0.26056582
845,0,1,-0.5763836,0.03532982,0.57746536
