particle,,dframe,dx,dy,step_len
249,2,1,-0.6151123,-0.7616997,0.97905546
249,3,1,0.37774467,0.9125328,0.987627
251,0,1,-0.71883583,-0.33692932,0.7938805
251,1,1,0.28412628,-0.17333221,0.33282396
251,2,1,0.6296482,0.40641594,0.7494203
251,3,1,-0.029388428,0.16407013,0.1666814
255,0,1,0.19705391,-0.31381226,0.37055144
255,1,1,-0.2132225,-0.4545555,0.5020802
258,0,1,-0.012598038,-0.23279953,0.23314016
258,1,1,0.6142063,0.62068176,0.8732098
259,0,1,0.13913727,0.5421238,0.559694
259,1,1,0.055288315,-0.50746536,0.5104683
259,2,1,0.44922066,0.116083145,0.46397683
259,3,1,-0.85243034,-1.0327568,1.3391131
264,0,1,0.4412136,0.2840538,0.52474374
264,1,1,-0.4995079,-0.3665657,0.6195793
265,0,1,-0.35590363,-0.06772232,0.36228952
265,1,1,0.14523315,-0.14912415,0.20816022
265,2,1,-0.31540108,0.55747986,0.6405167
266,0,1,-0.035377502,-0.119535446,0.1246607
266,1,1,0.102724075,0.00878334,0.1030989
267,0,1,-0.092027664,0.15587616,0.1810151
267,1,1,-0.26206398,0.32803345,0.41986126
271,0,1,0.61363983,0.329525,0.6965203
271,1,1,-0.46157837,-0.28359604,0.54173917
277,0,1,-0.27888298,0.051530838,0.28360385
277,1,1,0.22447205,-0.07660675,0.23718409
279,0,1,0.028511047,-0.08531952,0.089957215
279,1,1,0.08761406,-0.19832611,0.21681666
279,2,1,0.01875496,0.2655449,0.26620638
282,0,1,-0.34490585,-0.80664253,0.87728685
282,1,1,0.7752228,0.45516777,0.89897054
285,0,1,-0.050243378,-1.0497398,1.0509416
285,1,1,-0.36439705,0.21984482,0.4255784
285,2,1,0.53357506,0.23068237,0.581306
286,0,1,-0.04673195,0.095890045,0.10667135
286,1,1,-0.056833267,0.00077819824,0.056838594
288,0,1,-0.20876694,-0.9303894,0.953524
288,1,1,-0.08461952,-0.09840393,0.12978365
288,2,1,-0.024879456,-0.017707825,0.030537752
298,0,1,0.03478241,0.12176132,0.12663189
298,1,1,-0.40141106,-0.30833054,0.5061606
298,2,1,0.11811066,0.09151459,0.14941569
298,3,1,0.008478165,0.13990021,0.14015687
298,4,1,-0.1988945,0.29680252,0.3572825
298,5,1,0.3440323,-0.4449196,0.5624159
298,6,1,-0.027618408,0.27819443,0.279562
298,7,1,0.47418213,-0.0638504,0.47846165
298,8,1,-0.32333755,0.08709717,0.3348628
298,9,1,0.058973312,0.27032852,0.2766864
299,0,1,-0.20037079,-0.030010223,0.2026057
299,1,1,0.020893097,0.2737751,0.27457118
299,2,1,-0.12692451,-0.48573875,0.5020478
301,0,1,-0.53295135,0.18912125,0.5655121
301,1,1,0.118068695,-0.9281635,0.93564296
304,0,1,-0.18642616,-0.11808014,0.22067541
304,1,1,-0.17076874,-0.3279419,0.36974025
305,0,1,-0.18580437,-0.07350922,0.19981709
305,1,1,0.0097026825,0.23780823,0.23800609
305,2,1,0.35894203,0.25960732,0.44298458
305,3,1,-0.47114563,-0.41361046,0.62693846
305,4,1,0.04084778,-0.17150879,0.176306
307,0,1,0.5468197,0.6068802,0.81689376
307,1,1,-0.09666824,-0.23967743,0.25843763
307,2,1,0.27185822,0.19259644,0.33316705
307,3,1,0.4853058,0.12117767,0.5002057
307,4,1,-0.5143013,-0.63905334,0.8203018
310,0,1,0.25736046,0.048217773,0.2618384
310,1,1,-0.42652893,-0.40224266,0.5862816
310,2,1,-0.0350399,0.29078102,0.29288462
310,3,1,-0.23177338,-0.05514145,0.23824248
310,4,1,0.2223854,0.7568855,0.7888796
310,5,1,-0.15309525,-0.6124153,0.63126117
310,6,1,0.06919098,-0.16361046,0.17763945
314,0,1,0.37833214,0.23558426,0.44568503
314,1,1,0.10060501,-0.17462158,0.20152931
314,2,1,-0.16012764,0.3023033,0.34209377
316,0,1,-0.113931656,-0.6720028,0.6815924
316,1,1,-0.3425789,0.21870995,0.40644106
317,0,1,-0.27191544,-0.085121155,0.28492737
317,1,1,0.032444,-0.20793152,0.21044746
320,0,1,0.57507896,0.117780685,0.5870163
320,1,1,-0.4550476,0.9903469,1.0898877
320,2,1,-0.0022830963,-0.76226616,0.76226956
321,0,1,0.10299492,-0.18612099,0.21271807
321,1,1,0.110780716,-0.04147148,0.118288845
321,2,1,0.44504166,0.11234474,0.45900264
321,3,1,-0.66630554,-0.7211189,0.98182255
321,4,1,0.13935852,0.21974373,0.2602078
324,0,1,0.36882973,0.3253441,0.49181718
324,1,1,0.43787766,1.29393,1.3660132
329,0,1,-0.03957939,-0.23921776,0.24246992
329,1,1,-0.005487442,0.44792175,0.44795537
329,2,1,0.4580841,0.45555115,0.64604014
331,0,1,0.19181252,0.085494995,0.2100034
331,1,1,-0.6244736,0.054862976,0.6268789
333,0,1,-0.41548538,1.0733204,1.1509322
333,1,1,0.64432335,-0.84645844,1.0637878
333,2,1,-0.5544548,-0.14932823,0.5742117
334,0,1,0.5942936,0.14647675,0.61207867
334,1,1,-0.33974648,-1.2697887,1.3144547
334,2,1,0.3345375,-0.9429989,1.0005809
334,3,1,0.15413666,1.438488,1.4467225
334,4,1,-0.23573875,0.674633,0.71463454
334,5,1,0.02242279,-0.2932663,0.29412225
334,6,1,0.092357635,-0.18769264,0.20918523
340,0,1,0.18378639,0.85987663,0.87929815
340,1,1,0.05402565,0.27729034,0.28250435
340,2,1,-0.26780128,0.75520134,0.8012781
340,3,1,0.44068527,0.10550308,0.4531384
341,0,1,-0.3594513,-0.9719467,1.0362846
341,1,1,0.32004166,0.51626205,0.60741514
341,2,1,-0.023910522,-0.06544113,0.06967248
341,3,1,0.050748825,-0.058109283,0.07715006
341,4,1,0.034078598,-0.06415558,0.07264495
345,0,1,0.5380726,0.0957489,0.54652536
345,1,1,-0.62282944,-0.018306732,0.62309843
345,2,1,0.099811554,-0.20547485,0.22843437
345,3,1,0.22571945,0.4877472,0.5374445
350,0,1,-0.16747475,-0.2629509,0.31175467
350,1,1,-0.09406471,-0.31934357,0.3329091
351,0,1,0.060800552,1.372652,1.3739979
351,1,1,0.0921402,-0.4057026,0.41603413
351,2,1,-0.41765785,0.12052536,0.4347004
351,3,1,0.21312714,-5.340576e-05,0.21312715
351,4,1,0.064647675,-0.19156265,0.20217708
351,5,1,-0.19469833,0.047231674,0.20034538
351,6,1,0.10603905,0.13405609,0.17092487
351,7,1,-0.186409,-0.5034542,0.53685606
351,8,1,-0.54024315,-0.0439682,0.54202944
351,9,1,0.72566414,-0.029561996,0.726266
351,10,1,-0.38290215,0.3320198,0.5068049
351,11,1,0.20466614,0.15642738,0.25759998
353,0,1,0.1836319,0.49697113,0.5298122
353,1,1,-0.21284676,-0.3361969,0.39790967
353,2,1,0.06427193,-0.5130043,0.51701474
353,3,1,0.21039963,0.5997238,0.6355601
353,4,1,0.42305946,-0.21061707,0.4725874
356,0,1,0.42383957,-0.10042572,0.43557468
356,1,1,-0.4423275,0.027030945,0.44315267
356,2,1,0.06309891,0.013820648,0.06459475
356,3,1,-0.31706047,-0.17506409,0.3621806
356,4,1,1.0542679,0.15666962,1.0658453
356,5,1,-0.40524864,0.09345627,0.41588524
356,6,1,-0.44779396,0.1076355,0.4605484
356,7,1,0.7271633,0.14676285,0.741826
356,8,1,-0.13733101,-0.01651764,0.13832077
356,9,1,0.48771858,-0.15174103,0.51077855
356,10,1,-0.023342133,0.06863022,0.07249112
356,11,1,-0.39950752,-0.3631668,0.53990406
356,12,1,0.2879486,-0.06354904,0.29487774
356,13,1,-0.34219933,-0.26501465,0.43282
356,14,1,-0.1927433,-0.22626495,0.29723024
356,15,1,0.32936668,-0.06492615,0.33570495
356,16,1,0.26108742,0.7325134,0.7776519
356,17,1,-0.16428566,0.07205963,0.17939445
356,18,1,-0.1573925,0.003566742,0.15743291
356,19,1,0.23008728,-0.079422,0.24340914
356,20,1,0.09853935,0.22664642,0.24714085
356,21,1,-0.121982574,-0.29686737,0.32095167
356,22,1,0.14953995,0.10270691,0.18141364
356,23,1,0.019712448,-0.11507797,0.1167541
356,24,1,-0.6278057,-0.1007576,0.6358397
356,25,1,0.008468628,0.24873734,0.24888146
356,26,1,0.47906113,-0.041038513,0.48081568
356,27,1,-0.03242302,-0.07237244,0.079303354
356,28,1,-0.3750019,-0.19694519,0.42357272
356,29,1,0.5784569,0.27647018,0.6411303
356,30,1,0.2487793,0.0010986328,0.24878173
356,31,1,-0.31863022,-0.07419586,0.32715476
356,32,1,-0.4962101,-0.11993027,0.5104975
356,33,1,0.19275475,-0.06336212,0.20290183
356,34,1,-0.04916382,0.09875107,0.11031253
356,35,1,-0.14245224,0.04976654,0.15089516
356,36,1,-0.27938843,-0.13726044,0.31128496
356,37,1,0.574234,0.28331375,0.6403213
356,38,1,-0.0357399,0.17957687,0.18309885
356,39,1,-0.24714279,0.2058258,0.32162684
356,40,1,0.25203514,-0.16562271,0.30158347
356,41,1,-0.17068863,-0.1613121,0.23485358
356,42,1,-0.106061935,0.018470764,0.107658274
356,43,1,0.67349625,0.022102356,0.6738588
356,44,1,-0.31405067,-0.017105103,0.31451616
356,45,1,-0.58893776,0.27272797,0.64902097
356,46,1,0.5757599,-0.32355118,0.6604429
356,47,1,-0.047039032,0.012512207,0.048674695
356,48,1,-0.024944305,-0.11116791,0.113932095
356,49,1,0.014781952,-0.09567642,0.09681159
356,50,1,-0.052238464,0.16941452,0.17728546
356,51,1,0.33516312,-0.20207977,0.3913701
356,52,1,-0.23882294,-0.03181839,0.2409332
356,53,1,-0.17689514,0.030994415,0.17958994
356,54,1,-0.15409279,0.16877365,0.22853693
356,55,1,0.40762138,0.0078048706,0.4076961
356,56,1,-0.55147934,-0.5621567,0.7874958
356,57,1,0.9969559,0.77057266,1.260041
356,58,1,-0.29862404,0.04555893,0.30207935
356,59,1,-0.4179039,-0.14532852,0.4424523
356,60,1,0.65675545,0.1538353,0.6745317
356,61,1,-0.16143417,0.08095169,0.18059394
356,62,1,-0.20048904,0.055648804,0.20806885
356,63,1,0.1961708,-0.46391678,0.50368816
356,64,1,-0.28743935,0.09675598,0.30328715
357,0,1,-0.084251404,0.107982635,0.13696185
357,1,1,0.018806458,-0.0058174133,0.019685658
357,2,1,0.11755371,-0.3277893,0.3482308
357,3,1,-0.14144325,0.3910656,0.41585875
357,4,1,0.021699905,0.102581024,0.1048511
357,5,1,0.0034923553,0.15748978,0.15752849
357,6,1,0.30560684,0.09259987,0.31932783
357,7,1,-0.23981857,-0.40589714,0.47145033
357,8,1,0.065107346,-0.066337585,0.092949666
357,9,1,-0.1211586,0.36240387,0.38212037
357,10,1,-0.25286484,0.09497452,0.27011254
362,0,1,-0.16052055,0.51441956,0.5388825
362,1,1,-0.33706856,0.23791695,0.41257688
362,2,1,0.27214622,0.016349792,0.27263692
362,3,1,0.0251503,0.055294037,0.06074511
362,4,1,0.20697021,-0.11943245,0.23895769
362,5,1,-0.2296257,0.058382034,0.23693126
362,6,1,-0.25317764,-0.04959297,0.2579891
363,0,1,0.035505295,-1.5244999,1.5249133
363,1,1,0.051372528,1.5651112,1.5659541
367,0,1,0.13178253,-0.01093483,0.13223542
367,1,1,0.15891647,0.48332787,0.50878316
369,0,1,-0.06358719,0.1658516,0.17762342
369,1,1,-0.123283386,-0.6994133,0.71019554
369,2,1,-0.107608795,1.3920403,1.3961933
372,0,1,0.04184723,0.49837685,0.50013065
372,1,1,-0.34187508,-0.47335625,0.5839047
385,0,1,0.06789398,0.10461807,0.12471782
385,1,1,0.02086258,0.51677704,0.51719797
385,2,1,-0.079782486,-0.5157318,0.5218664
385,3,1,0.021011353,-0.18532944,0.1865167
385,4,1,-0.058151245,0.26174545,0.2681273
385,5,1,0.0041103363,0.032512665,0.032771453
385,6,1,0.023853302,0.10324097,0.105960734
385,7,1,0.041246414,0.081855774,0.091660425
390,0,1,-0.13885498,-0.47630882,0.49613586
390,1,1,-0.053426743,-0.36946487,0.3733078
390,2,1,0.22036171,0.29701042,0.3698303
390,3,1,-0.4689541,0.18373108,0.50366163
390,4,1,0.041591644,-0.2951069,0.2980234
390,5,1,0.18223572,-0.11365509,0.21477275
390,6,1,-0.34140968,-0.24678993,0.42126694
390,7,1,0.37940788,0.20467949,0.43109632
390,8,1,-0.13428116,-0.059820175,0.14700301
390,9,1,-0.19222832,-0.09926605,0.21634573
390,10,1,0.36187935,0.6477108,0.7419474
390,11,1,-0.18367195,-0.17284393,0.25221103
390,12,1,-0.38702583,-0.21492767,0.44269955
390,13,1,0.32647514,0.071949005,0.33430925
391,0,1,0.3047924,-0.52726364,0.60902
391,1,1,-0.032655716,0.3963623,0.39770526
391,2,1,0.18140602,0.62981415,0.65541893
401,0,1,-0.26792908,-0.16848564,0.31650183
401,1,1,-0.013616562,-0.035224915,0.037765134
401,2,1,0.044288635,1.0552864,1.0562154
404,0,1,-0.24957848,-0.0990715,0.26852295
404,1,1,0.18162155,0.20409584,0.27320597
404,2,1,-0.19199753,0.74913406,0.77334654
408,0,1,-0.26137733,0.8546219,0.89369833
408,1,1,-0.20953941,0.23749352,0.31671745
408,2,1,0.3321476,-0.022766113,0.3329269
408,3,1,-0.027267456,-0.06829834,0.07354031
408,4,1,-0.02760315,-1.2547226,1.2550262
409,0,1,0.3196373,0.24136353,0.4005301
409,1,1,-0.3151722,-0.41371155,0.52008724
411,0,1,-0.9845524,-0.32936096,1.0381821
411,1,1,0.46045494,0.016731262,0.46075884
412,0,1,0.260334,0.44282532,0.5136809
412,1,1,-0.1556797,0.27963257,0.32004774
413,0,1,-0.021915436,0.092121124,0.09469207
413,1,1,-0.22899628,-0.4183941,0.47696215
414,0,1,-0.2594204,0.14889336,0.29911232
414,1,1,-0.12124443,0.3235855,0.34555432
414,2,1,0.10700035,0.5973873,0.6068943
414,3,1,0.2976017,0.040929794,0.3004031
414,4,1,-0.2496891,-0.03944969,0.2527863
417,0,1,-0.61675644,-0.55496216,0.8296816
417,1,1,0.34765625,-0.45119095,0.56959474
417,2,1,-0.14103127,0.828846,0.84075886
420,0,1,0.03545189,0.8261223,0.8268826
420,1,1,0.45559692,0.6226864,0.7715613
420,2,1,-0.44625092,-0.6125965,0.7579013
421,0,1,-0.2090149,-0.019758224,0.20994669
421,1,1,-0.4172058,-0.696249,0.81167936
421,2,1,-0.1990242,-0.19009209,0.27521926
426,0,1,-0.16568565,-1.0109501,1.0244373
426,1,1,0.09729767,1.1923962,1.1963593
429,0,1,-0.38470268,0.14592743,0.41144985
429,1,1,-0.05290413,0.15543747,0.16419396
429,2,1,0.22938156,-0.075437546,0.24146785
434,0,1,-0.12074089,0.3387413,0.35961652
434,1,1,0.3295765,-0.11686134,0.34968162
434,2,1,-0.28083992,-0.11972618,0.30529562
434,3,1,0.4243889,0.38559532,0.57340187
439,0,1,-0.05867195,-0.045186996,0.074055806
439,1,1,-0.058330536,-0.08403778,0.102297604
439,2,1,-0.10798645,0.1479435,0.1831621
439,3,1,0.0010147095,-0.040016174,0.040029038
439,4,1,0.056999207,0.07115555,0.09117029
439,5,1,0.06171608,-0.19511604,0.20464395
439,6,1,0.28577614,-0.32367325,0.43177816
439,7,1,-0.105098724,0.46512604,0.47685215
439,8,1,0.022838593,-0.17006683,0.1715935
439,9,1,-0.17318535,0.25696754,0.30987978
439,10,1,-0.2640381,0.272686,0.3795705
439,11,1,0.21307755,-0.46722984,0.51352286
439,12,1,0.047468185,0.2032032,0.20867383
439,13,1,-0.10324669,0.25629616,0.2763107
439,14,1,-0.19106865,-0.40685844,0.44948974
439,15,1,0.66911125,-0.023555756,0.66952574
439,16,1,-0.31999397,-0.3095646,0.44522622
439,17,1,0.5413971,0.1957264,0.57569057
439,18,1,-0.44254303,-0.1577282,0.46981117
439,19,1,0.21216393,0.12810516,0.2478396
439,20,1,-0.035190582,0.22977257,0.23245174
439,21,1,-0.30444908,-0.07617378,0.31383386
439,22,1,0.14572144,0.11927986,0.18831469
439,23,1,0.07618332,-0.22947502,0.24179058
439,24,1,-0.56775093,0.7480221,0.9390837
442,0,1,-0.23409843,-0.86686707,0.89792013
442,1,1,0.42649078,0.2355957,0.48723683
442,2,1,-0.08723831,-0.28172684,0.29492462
442,3,1,-0.078546524,-0.033615112,0.0854373
444,0,1,0.44106483,-0.31184196,0.54016995
444,1,1,-0.093645096,-0.17868233,0.20173442
444,2,1,-0.047546387,0.4953823,0.49765882
444,3,1,-0.0023994446,0.051418304,0.05147426
444,4,1,-0.26514244,-0.8951912,0.93363154
444,5,1,0.5,0.8898239,1.0206795
444,6,1,-0.14579582,-0.7010212,0.7160218
444,7,1,0.1234951,0.15527344,0.19839577
444,8,1,0.18691254,0.84500694,0.8654323
444,9,1,-0.46361732,-0.27923012,0.5412121
444,10,1,0.12824059,-0.70578766,0.7173436
444,11,1,-0.2851982,-0.15128517,0.32283932
451,0,1,-0.16766548,-0.516552,0.54308164
451,1,1,0.07206535,0.052440643,0.08912596
451,2,1,-0.12934875,-0.039941788,0.1353752
451,3,1,0.40612602,-0.34960365,0.5358741
451,4,1,-0.14710426,0.07519913,0.1652107
451,5,1,0.11439896,0.31306648,0.3333133
451,6,1,0.15839386,0.15332031,0.2204444
451,7,1,-0.100393295,1.3371296,1.3408931
451,8,1,-0.011064529,-0.6171036,0.61720276
451,9,1,0.037395477,0.06565094,0.0755544
451,10,1,0.07447624,-0.17934608,0.19419508
451,11,1,-0.22029877,0.09354782,0.23933813
460,0,1,0.3864441,-0.0621624,0.3914118
460,1,1,-0.20214081,-0.05321884,0.20902906
460,2,1,0.07323456,0.0714035,0.10228275
463,0,1,-0.05782509,0.09697533,0.11290684
463,1,1,0.30181503,0.30743217,0.43082115
463,2,1,-0.090148926,-0.5434742,0.5509002
463,3,1,0.07030487,0.7624531,0.7656876
463,4,1,0.20654678,-1.1472015,1.165647
463,5,1,-0.5958843,1.1404972,1.2867836
463,6,1,0.58524704,0.08242798,0.5910232
463,7,1,-0.2155838,-0.6428585,0.6780438
463,8,1,0.18350983,-0.11081505,0.21437311
467,0,1,-0.020996094,-0.110256195,0.112237535
467,1,1,0.23454475,1.0278664,1.0542867
472,0,1,-0.1942997,-0.582283,0.61384517
472,1,1,0.038398743,0.17097282,0.17523177
473,0,1,-0.34711647,-0.1676712,0.3854912
473,1,1,0.56019783,0.23658371,0.6081065
475,0,1,0.27619553,0.34148407,0.43919852
475,1,1,-0.46691704,-0.43847656,0.6405257
475,2,1,0.45121574,-0.36117935,0.5779673
475,3,1,-0.48919296,0.121032715,0.50394315
475,4,1,0.3492775,-0.11595154,0.3680211
476,0,1,0.32835007,0.26986504,0.4250187
476,1,1,-0.23869324,0.13401222,0.27374026
477,0,1,-0.111263275,0.2823696,0.3034998
477,1,1,-0.28665924,0.10786438,0.3062813
477,2,1,-0.19799995,-0.1930542,0.27653915
477,3,1,0.2679634,-0.2960701,0.3993268
477,4,1,0.21380043,-0.2997284,0.36816806
477,5,1,0.13082123,0.24050713,0.27378434
477,6,1,-0.23963356,0.18157959,0.30065826
477,7,1,-0.1784935,-0.14992523,0.23310407
477,8,1,0.12252045,0.49069786,0.50576246
478,0,1,-0.48575592,0.08182144,0.49259877
478,1,1,0.3206787,-0.3366661,0.4649504
478,2,1,-0.10878372,-0.33360672,0.35089505
478,3,1,0.0981369,0.56689835,0.57532996
478,4,1,-0.19582748,0.12216568,0.23080914
478,5,1,-0.025745392,-0.45648956,0.45721498
478,6,1,0.20450783,0.17833328,0.2713415
478,7,1,-0.5320015,0.04120636,0.5335949
478,8,1,0.670208,0.43950272,0.801462
478,9,1,-0.29145622,-0.53868866,0.61248034
478,10,1,-0.31368256,0.021965027,0.31445065
478,11,1,0.18569565,0.12474823,0.2237074
487,0,1,0.2393322,-0.08044624,0.25249058
487,1,1,-0.20249748,-0.17123413,0.26519117
489,0,1,0.17132568,-0.42165375,0.45513114
489,1,1,0.12923431,0.68268967,0.69481415
489,2,1,-0.21152115,-0.3939705,0.4471621
489,3,1,0.0920887,0.34091568,0.35313427
489,4,1,0.47288704,0.01940155,0.47328487
489,5,1,-0.124897,-0.19970703,0.23554651
489,6,1,-0.30182648,-0.5932007,0.66557217
495,0,1,0.07573128,0.69482994,0.6989448
495,1,1,-0.34016228,0.5936222,0.6841767
498,0,1,-0.22473526,-0.8820629,0.91024226
498,1,1,0.28077507,1.3395748,1.3686838
499,0,1,-0.1474266,0.0327034,0.15101032
499,1,1,-0.039402008,0.14097977,0.14638242
499,2,1,0.20146179,0.046531677,0.2067657
500,0,1,-0.22712898,-0.08309555,0.24185212
500,1,1,0.5645542,-0.005592346,0.56458193
500,2,1,-0.23427391,0.26940155,0.35701746
502,0,1,0.5154171,0.54488945,0.7500395
502,1,1,-0.06003952,-0.6385994,0.6414156
502,2,1,-0.18131447,0.08224678,0.19909663
502,3,1,-0.34718323,-0.43946075,0.5600553
502,4,1,0.66174126,1.4436302,1.5880711
502,5,1,-0.49684715,-0.6312542,0.80332994
502,6,1,0.36875534,0.3161621,0.4857355
502,7,1,0.026388168,0.42064667,0.42147353
502,8,1,-0.2862358,-0.2764969,0.3979717
502,9,1,0.33267975,0.030614853,0.33408543
502,10,1,0.16714287,1.6584034,1.6668049
502,11,1,0.13965225,-0.10044479,0.17202298
505,0,1,0.2808075,0.10495758,0.2997815
505,1,1,-0.6711464,-0.025936127,0.67164737
505,2,1,-0.4151497,-0.405941,0.5806353
505,3,1,0.5045414,-0.56954193,0.76088107
505,4,1,-0.06038475,0.59767914,0.6007218
505,5,1,0.0773201,-0.13819885,0.1583582
505,6,1,0.2718048,0.28794098,0.39596447
505,7,1,-0.36397552,-0.7440491,0.8283038
505,8,1,0.1430111,0.44220734,0.46475747
505,9,1,0.0010795593,-0.25767517,0.25767744
505,10,1,-0.22376633,0.1625061,0.27654946
505,11,1,0.12396622,-0.056354523,0.13617435
505,12,1,-0.31888008,-0.56850433,0.6518295
505,13,1,0.04557228,-9.918213e-05,0.04557239
505,14,1,0.6811924,0.8176842,1.0642512
505,15,1,-0.24290276,-0.45830917,0.5186994
505,16,1,0.060222626,0.5000725,0.50368565
505,17,1,0.28422546,0.051197052,0.28879967
505,18,1,-0.30872917,-0.14188004,0.33977
505,19,1,0.045455933,-0.097717285,0.10777249
506,0,1,-0.056310654,-0.67053986,0.67290014
506,1,1,-0.018449783,0.15908813,0.16015439
506,2,1,0.15893364,-0.37880707,0.41079763
506,3,1,-0.41797066,1.6297951,1.6825372
506,4,1,0.054584503,-1.1259422,1.1272645
507,0,1,-0.38786888,-0.5280037,0.6551566
507,1,1,0.00077819824,-0.22709084,0.22709218
507,2,1,0.34892845,0.7252636,0.80483437
507,3,1,0.09787941,-0.18684387,0.21092893
507,4,1,-0.17217827,-0.047721863,0.17866933
507,5,1,-0.08680534,-0.53490067,0.5418984
507,6,1,-0.13646126,-0.32671356,0.35406697
507,7,1,-0.008838654,0.05284691,0.053580943
507,8,1,0.26856422,-0.20004082,0.3348777
507,9,1,0.014116287,0.09600639,0.09703864
507,10,1,-0.23635864,-0.8047066,0.83870023
507,11,1,-0.13940239,0.713068,0.7265666
507,12,1,0.23516083,0.18827629,0.30124503
507,13,1,-0.10167503,-0.005622864,0.10183039
507,14,1,-0.06879425,-0.18206406,0.19462778
509,0,1,-0.48666954,0.11787987,0.5007424
509,1,1,0.18459702,0.16256905,0.24597713
509,2,1,0.08514786,-0.47304153,0.48064378
514,0,1,0.031446457,-0.16500092,0.16797078
514,1,1,0.063713074,-0.24494171,0.25309247
514,2,1,-0.1776619,0.5187683,0.54834694
514,3,1,0.12955475,0.27763748,0.30637723
514,4,1,0.10360336,-0.40148163,0.41463378
515,0,1,0.30809402,0.096429825,0.32283223
515,1,1,0.03752899,0.20888329,0.21222784
525,0,1,-0.4885292,0.5887108,0.7650106
525,1,1,0.17564774,-0.016304016,0.1764028
531,0,1,0.09669495,-1.3390617,1.3425484
531,1,1,-0.024442673,0.1943264,0.19585758
532,0,1,-0.23887634,0.010723114,0.2391169
532,1,1,-0.015306473,-0.41457748,0.41485995
532,2,1,0.23675156,-0.11057663,0.26130155
532,3,1,-0.60178185,0.4406929,0.74588984
532,4,1,0.06552124,-0.38632584,0.3918427
532,5,1,0.31290054,0.5107765,0.59899867
532,6,1,0.09745407,-0.041412354,0.10588805
532,7,1,0.29810143,0.1290245,0.32482576
534,0,1,-0.32632065,0.20956802,0.38781944
534,1,1,-0.026618958,-0.48189163,0.48262626
534,2,1,0.12978554,-0.55862427,0.5735027
534,3,1,0.32368088,0.22543335,0.39444837
539,0,1,0.076532364,-0.14474297,0.16373067
539,1,1,-0.1789341,0.069467545,0.1919457
539,2,1,0.060806274,0.42931747,0.43360224
539,3,1,0.051944733,-0.5369606,0.5394673
539,4,1,-0.6595993,-1.297884,1.4558758
539,5,1,0.28820992,0.3784275,0.47568092
539,6,1,0.11881065,0.72486687,0.7345393
539,7,1,0.19902039,1.2311935,1.2471755
539,8,1,0.19827461,-0.52116966,0.5576115
539,9,1,-0.23172379,1.2838268,1.3045716
547,0,1,0.15324593,0.03554535,0.15731429
547,1,1,-0.034936905,0.51478386,0.515968
547,2,1,0.19042206,0.06513977,0.20125543
547,3,1,-0.100515366,0.81497383,0.821149
549,0,1,-0.15273285,-0.54927826,0.5701175
549,1,1,-0.08349037,0.2897911,0.3015784
551,0,1,0.009527206,0.8008919,0.80094856
551,1,1,-0.14983368,0.25273705,0.2938131
551,2,1,0.6359005,1.372654,1.5127949
554,0,1,-0.01521492,-0.2670822,0.26751524
554,1,1,0.13119125,0.017093658,0.13230018
554,2,1,-0.003194809,0.5952339,0.5952425
555,0,1,0.10292435,-0.10000992,0.143511
555,1,1,-0.93169785,-0.17966843,0.9488633
555,2,1,0.28006363,0.028484344,0.28150845
555,3,1,0.32180023,0.2286644,0.39476928
556,0,1,0.36253357,0.22229004,0.42525694
556,1,1,0.48664093,-0.049200058,0.4891217
556,2,1,-0.09130669,-1.2684212,1.2717032
558,0,1,-0.3651352,0.594841,0.6979682
558,1,1,0.1827774,0.16805267,0.24829273
561,0,1,0.32835007,-0.40338135,0.52012527
561,1,1,-0.106594086,0.31567383,0.33318502
561,2,1,0.16966248,-0.29697037,0.34201863
561,3,1,-0.14031982,-0.116558075,0.18241556
561,4,1,0.046419144,0.33029938,0.33354524
561,5,1,0.081213,0.12270737,0.1471484
561,6,1,-0.2511673,-0.17610931,0.30675644
561,7,1,-0.08982849,-0.30187225,0.31495398
561,8,1,0.2829895,0.25582886,0.38148585
561,9,1,-0.160223,-0.13736725,0.2110478
561,10,1,0.40791893,0.039718628,0.40984806
561,11,1,0.008234024,0.38632584,0.38641357
561,12,1,-0.7152176,-0.42357635,0.8312359
561,13,1,0.16069794,0.42734528,0.45656085
561,14,1,0.14070892,-0.21491241,0.25687808
561,15,1,0.039253235,0.6175232,0.6187695
561,16,1,0.13630867,-0.15312958,0.20500907
561,17,1,-0.271698,-0.565464,0.62735105
561,18,1,0.18759155,-0.23181534,0.29820955
561,19,1,0.0014152527,-0.11642456,0.116433166
561,20,1,0.32672882,0.35090256,0.47946253
561,21,1,-0.23262596,-0.21385193,0.3159865
561,22,1,-0.17835045,-0.06219864,0.18888502
561,23,1,0.05666542,0.24712753,0.2535409
561,24,1,-0.0031795502,0.2685356,0.26855445
561,25,1,0.4679737,1.0867195,1.1831986
561,26,1,-0.34775734,-1.064682,1.1200371
567,0,1,-0.041290283,-0.0684433,0.079933554
567,1,1,0.73425484,0.31695938,0.79974586
567,2,1,-0.51148605,0.07603073,0.51710606
567,3,1,0.30941963,0.3190117,0.4444198
567,4,1,-0.687212,0.05379486,0.6893143
567,5,1,0.3515663,-0.46294403,0.58130544
567,6,1,0.59044266,0.24293137,0.6384655
567,7,1,-0.6564064,0.19910812,0.6859398
567,8,1,0.14387321,0.019500732,0.14518876
